id,year,status
34,2018.0,Single
35,2013.0,Married
35,2014.0,Married
35,2015.0,Single
35,2016.0,Married
35,2017.0,Married
35,2018.0,Single
36,2008.0,Single
36,2009.0,Single
36,2010.0,Single
36,2011.0,Single
36,2012.0,Single
36,2013.0,Married
36,2014.0,Single
36,2015.0,Married
36,2016.0,Married
36,2017.0,Single
36,2018.0,Married
37,2012.0,Married
37,2013.0,Single
37,2014.0,Married
37,2015.0,Married
37,2016.0,Single
37,2017.0,Single
37,2018.0,Single
38,2012.0,Married
38,2013.0,Married
38,2014.0,Single
38,2015.0,Single
38,2016.0,Single
38,2017.0,Single
38,2018.0,Single
39,2008.0,Married
39,2009.0,Single
39,2010.0,Married
39,2011.0,Single
39,2012.0,Married
39,2013.0,Single
39,2014.0,Single
39,2015.0,Married
39,2016.0,Single
39,2017.0,Married
39,2018.0,Single
40,2006.0,Single
40,2007.0,Single
40,2008.0,Single
40,2009.0,Single
40,2010.0,Single
40,2011.0,Married
40,2012.0,Married
40,2013.0,Married
40,2014.0,Single
40,2015.0,Married
40,2016.0,Single
40,2017.0,Married
40,2018.0,Single
41,2013.0,Single
41,2014.0,Single
41,2015.0,Single
41,2016.0,Married
41,2017.0,Married
41,2018.0,Single
42,2008.0,Single
42,2009.0,Married
42,2010.0,Single
42,2011.0,Married
42,2012.0,Single
42,2013.0,Married
42,2014.0,Single
42,2015.0,Single
42,2016.0,Married
42,2017.0,Single
42,2018.0,Single
43,2012.0,Married
43,2013.0,Single
43,2014.0,Married
43,2015.0,Single
43,2016.0,Married
43,2017.0,Single
43,2018.0,Married
44,2012.0,Married
44,2013.0,Married
44,2014.0,Married
44,2015.0,Married
44,2016.0,Single
44,2017.0,Married
44,2018.0,Single
45,2009.0,Single
45,2010.0,Married
45,2011.0,Married
45,2012.0,Married
45,2013.0,Single
45,2014.0,Married
45,2015.0,Single
45,2016.0,Single
45,2017.0,Single
45,2018.0,Married
46,2014.0,Married
46,2015.0,Married
46,2016.0,Married
46,2017.0,Single
46,2018.0,Single
47,2010.0,Married
47,2011.0,Single
47,2012.0,Single
47,2013.0,Married
47,2014.0,Single
47,2015.0,Married
47,2016.0,Single
47,2017.0,Single
47,2018.0,Single
49,2006.0,Married
49,2007.0,Single
49,2008.0,Single
49,2009.0,Married
49,2010.0,Single
49,2011.0,Married
49,2012.0,Single
49,2013.0,Single
49,2014.0,Single
49,2015.0,Married
49,2016.0,Married
49,2017.0,Married
49,2018.0,Married
50,2015.0,Single
50,2016.0,Single
50,2017.0,Married
50,2018.0,Married
51,2012.0,Married
51,2013.0,Married
51,2014.0,Single
51,2015.0,Single
51,2016.0,Married
51,2017.0,Married
51,2018.0,Single
52,2013.0,Married
52,2014.0,Married
52,2015.0,Married
52,2016.0,Married
52,2017.0,Single
52,2018.0,Married
53,2006.0,Single
53,2007.0,Single
53,2008.0,Single
53,2009.0,Married
53,2010.0,Married
53,2011.0,Married
53,2012.0,Single
53,2013.0,Married
53,2014.0,Single
53,2015.0,Single
53,2016.0,Single
53,2017.0,Single
53,2018.0,Married
54,2012.0,Single
54,2013.0,Married
54,2014.0,Married
54,2015.0,Single
54,2016.0,Single
54,2017.0,Single
54,2018.0,Married
55,2015.0,Married
55,2016.0,Married
55,2017.0,Single
55,2018.0,Single
56,2013.0,Married
56,2014.0,Single
56,2015.0,Single
56,2016.0,Single
56,2017.0,Married
56,2018.0,Single
57,2013.0,Single
57,2014.0,Married
57,2015.0,Married
57,2016.0,Married
57,2017.0,Married
57,2018.0,Married
58,2006.0,Single
58,2007.0,Married
58,2008.0,Married
58,2009.0,Single
58,2010.0,Married
58,2011.0,Single
58,2012.0,Married
58,2013.0,Single
58,2014.0,Married
58,2015.0,Single
58,2016.0,Single
58,2017.0,Married
58,2018.0,Married
59,2008.0,Married
59,2009.0,Married
59,2010.0,Married
59,2011.0,Single
59,2012.0,Single
59,2013.0,Married
59,2014.0,Single
59,2015.0,Married
59,2016.0,Single
59,2017.0,Married
59,2018.0,Single
60,2010.0,Married
60,2011.0,Married
60,2012.0,Married
60,2013.0,Single
60,2014.0,Married
60,2015.0,Single
60,2016.0,Married
60,2017.0,Single
60,2018.0,Single
61,2014.0,Married
61,2015.0,Married
61,2016.0,Single
61,2017.0,Married
61,2018.0,Single
62,2008.0,Married
62,2009.0,Single
62,2010.0,Single
62,2011.0,Married
62,2012.0,Married
62,2013.0,Married
62,2014.0,Married
62,2015.0,Single
62,2016.0,Married
62,2017.0,Married
62,2018.0,Single
63,2014.0,Single
63,2015.0,Married
63,2016.0,Single
63,2017.0,Single
63,2018.0,Single
64,2015.0,Married
64,2016.0,Married
64,2017.0,Married
64,2018.0,Married
65,2009.0,Married
65,2010.0,Single
65,2011.0,Single
65,2012.0,Single
65,2013.0,Single
65,2014.0,Single
65,2015.0,Single
65,2016.0,Single
65,2017.0,Married
65,2018.0,Married
66,2015.0,Married
66,2016.0,Married
66,2017.0,Married
66,2018.0,Single
67,2009.0,Single
67,2010.0,Single
67,2011.0,Single
67,2012.0,Married
67,2013.0,Married
67,2014.0,Single
67,2015.0,Single
67,2016.0,Single
67,2017.0,Married
67,2018.0,Single
68,2011.0,Married
68,2012.0,Married
68,2013.0,Single
68,2014.0,Married
68,2015.0,Married
68,2016.0,Married
68,2017.0,Married
68,2018.0,Married
69,2013.0,Married
69,2014.0,Married
69,2015.0,Single
69,2016.0,Married
69,2017.0,Single
69,2018.0,Single
70,2013.0,Married
70,2014.0,Married
70,2015.0,Single
70,2016.0,Married
70,2017.0,Single
70,2018.0,Married
71,2009.0,Married
71,2010.0,Single
71,2011.0,Single
71,2012.0,Single
71,2013.0,Single
71,2014.0,Married
71,2015.0,Married
71,2016.0,Single
71,2017.0,Single
71,2018.0,Single
72,2012.0,Single
72,2013.0,Single
72,2014.0,Single
72,2015.0,Married
72,2016.0,Married
72,2017.0,Single
72,2018.0,Married
73,2010.0,Single
73,2011.0,Single
73,2012.0,Single
73,2013.0,Married
73,2014.0,Single
73,2015.0,Single
73,2016.0,Married
73,2017.0,Single
73,2018.0,Married
74,2013.0,Single
74,2014.0,Married
74,2015.0,Married
74,2016.0,Married
74,2017.0,Married
74,2018.0,Single
75,2015.0,Married
75,2016.0,Married
75,2017.0,Married
75,2018.0,Single
76,2010.0,Single
76,2011.0,Married
76,2012.0,Single
76,2013.0,Married
76,2014.0,Married
76,2015.0,Single
76,2016.0,Single
76,2017.0,Married
76,2018.0,Single
77,2013.0,Single
77,2014.0,Married
77,2015.0,Single
77,2016.0,Married
77,2017.0,Single
77,2018.0,Married
78,2018.0,Married
79,2012.0,Married
79,2013.0,Single
79,2014.0,Single
79,2015.0,Married
79,2016.0,Single
79,2017.0,Single
79,2018.0,Married
80,2012.0,Single
80,2013.0,Married
80,2014.0,Single
80,2015.0,Married
80,2016.0,Married
80,2017.0,Married
80,2018.0,Single
81,2007.0,Single
81,2008.0,Single
81,2009.0,Married
81,2010.0,Single
81,2011.0,Married
81,2012.0,Married
81,2013.0,Married
81,2014.0,Married
81,2015.0,Single
81,2016.0,Single
81,2017.0,Married
81,2018.0,Single
82,2007.0,Married
82,2008.0,Married
82,2009.0,Married
82,2010.0,Married
82,2011.0,Married
82,2012.0,Single
82,2013.0,Single
82,2014.0,Single
82,2015.0,Single
82,2016.0,Married
82,2017.0,Married
82,2018.0,Single
83,2016.0,Single
83,2017.0,Married
83,2018.0,Married
84,2016.0,Single
84,2017.0,Single
84,2018.0,Married
85,2010.0,Married
85,2011.0,Single
85,2012.0,Single
85,2013.0,Married
85,2014.0,Married
85,2015.0,Married
85,2016.0,Married
85,2017.0,Married
85,2018.0,Married
86,2016.0,Married
86,2017.0,Married
86,2018.0,Single
87,2018.0,Single
88,2006.0,Single
88,2007.0,Single
88,2008.0,Married
88,2009.0,Single
88,2010.0,Single
88,2011.0,Single
88,2012.0,Married
88,2013.0,Single
88,2014.0,Married
88,2015.0,Single
88,2016.0,Single
88,2017.0,Single
88,2018.0,Single
89,2013.0,Single
89,2014.0,Single
89,2015.0,Married
89,2016.0,Married
89,2017.0,Single
89,2018.0,Married
90,2009.0,Single
90,2010.0,Single
90,2011.0,Married
90,2012.0,Single
90,2013.0,Single
90,2014.0,Married
90,2015.0,Married
90,2016.0,Single
90,2017.0,Married
90,2018.0,Married
91,2009.0,Single
91,2010.0,Single
91,2011.0,Married
91,2012.0,Married
91,2013.0,Single
91,2014.0,Single
91,2015.0,Married
91,2016.0,Married
91,2017.0,Single
91,2018.0,Single
92,2013.0,Married
92,2014.0,Married
92,2015.0,Married
92,2016.0,Married
92,2017.0,Single
92,2018.0,Married
93,2012.0,Single
93,2013.0,Single
93,2014.0,Single
93,2015.0,Married
93,2016.0,Single
93,2017.0,Single
93,2018.0,Married
94,2014.0,Married
94,2015.0,Single
94,2016.0,Single
94,2017.0,Married
94,2018.0,Single
95,2009.0,Married
95,2010.0,Single
95,2011.0,Single
95,2012.0,Single
95,2013.0,Single
95,2014.0,Single
95,2015.0,Single
95,2016.0,Married
95,2017.0,Single
95,2018.0,Married
96,2013.0,Single
96,2014.0,Married
96,2015.0,Married
96,2016.0,Single
96,2017.0,Single
96,2018.0,Single
97,2013.0,Single
97,2014.0,Single
97,2015.0,Married
97,2016.0,Single
97,2017.0,Married
97,2018.0,Single
98,2013.0,Married
98,2014.0,Single
98,2015.0,Married
98,2016.0,Single
98,2017.0,Single
98,2018.0,Single
99,2009.0,Single
99,2010.0,Married
99,2011.0,Married
99,2012.0,Married
99,2013.0,Single
99,2014.0,Single
99,2015.0,Married
99,2016.0,Married
99,2017.0,Single
99,2018.0,Single
100,2009.0,Married
100,2010.0,Single
100,2011.0,Married
100,2012.0,Married
100,2013.0,Single
100,2014.0,Single
100,2015.0,Married
100,2016.0,Married
100,2017.0,Married
100,2018.0,Single
101,2016.0,Single
101,2017.0,Single
101,2018.0,Married
102,2014.0,Married
102,2015.0,Single
102,2016.0,Married
102,2017.0,Married
102,2018.0,Single
103,2007.0,Married
103,2008.0,Married
103,2009.0,Single
103,2010.0,Married
103,2011.0,Married
103,2012.0,Married
103,2013.0,Single
103,2014.0,Single
103,2015.0,Married
103,2016.0,Single
103,2017.0,Single
103,2018.0,Single
104,2010.0,Married
104,2011.0,Single
104,2012.0,Single
104,2013.0,Single
104,2014.0,Single
104,2015.0,Married
104,2016.0,Single
104,2017.0,Single
104,2018.0,Married
105,2014.0,Married
105,2015.0,Single
105,2016.0,Single
105,2017.0,Married
105,2018.0,Single
106,2010.0,Single
106,2011.0,Single
106,2012.0,Married
106,2013.0,Single
106,2014.0,Married
106,2015.0,Married
106,2016.0,Married
106,2017.0,Single
106,2018.0,Single
107,2008.0,Single
107,2009.0,Single
107,2010.0,Married
107,2011.0,Married
107,2012.0,Married
107,2013.0,Married
107,2014.0,Single
107,2015.0,Single
107,2016.0,Married
107,2017.0,Single
107,2018.0,Married
108,2006.0,Single
108,2007.0,Single
108,2008.0,Married
108,2009.0,Married
108,2010.0,Married
108,2011.0,Single
108,2012.0,Single
108,2013.0,Single
108,2014.0,Married
108,2015.0,Single
108,2016.0,Married
108,2017.0,Married
108,2018.0,Married
110,2014.0,Single
110,2015.0,Married
110,2016.0,Single
110,2017.0,Married
110,2018.0,Single
111,2008.0,Married
111,2009.0,Single
111,2010.0,Married
111,2011.0,Single
111,2012.0,Single
111,2013.0,Married
111,2014.0,Married
111,2015.0,Married
111,2016.0,Married
111,2017.0,Married
111,2018.0,Married
112,2015.0,Single
112,2016.0,Married
112,2017.0,Married
112,2018.0,Single
113,2012.0,Married
113,2013.0,Single
113,2014.0,Single
113,2015.0,Single
113,2016.0,Single
113,2017.0,Single
113,2018.0,Single
114,2015.0,Single
114,2016.0,Married
114,2017.0,Single
114,2018.0,Single
115,2013.0,Married
115,2014.0,Single
115,2015.0,Single
115,2016.0,Single
115,2017.0,Married
115,2018.0,Married
116,2009.0,Married
116,2010.0,Married
116,2011.0,Single
116,2012.0,Single
116,2013.0,Married
116,2014.0,Married
116,2015.0,Single
116,2016.0,Single
116,2017.0,Married
116,2018.0,Married
117,2011.0,Single
117,2012.0,Married
117,2013.0,Married
117,2014.0,Single
117,2015.0,Married
117,2016.0,Married
117,2017.0,Married
117,2018.0,Single
118,2010.0,Married
118,2011.0,Single
118,2012.0,Single
118,2013.0,Single
118,2014.0,Single
118,2015.0,Married
118,2016.0,Single
118,2017.0,Single
118,2018.0,Single
119,2010.0,Single
119,2011.0,Married
119,2012.0,Married
119,2013.0,Single
119,2014.0,Married
119,2015.0,Married
119,2016.0,Married
119,2017.0,Single
119,2018.0,Married
120,2008.0,Single
120,2009.0,Single
120,2010.0,Single
120,2011.0,Married
120,2012.0,Single
120,2013.0,Married
120,2014.0,Married
120,2015.0,Single
120,2016.0,Single
120,2017.0,Married
120,2018.0,Single
121,2011.0,Married
121,2012.0,Single
121,2013.0,Married
121,2014.0,Married
121,2015.0,Married
121,2016.0,Single
121,2017.0,Married
121,2018.0,Married
122,2015.0,Single
122,2016.0,Single
122,2017.0,Married
122,2018.0,Married
123,2013.0,Single
123,2014.0,Single
123,2015.0,Single
123,2016.0,Single
123,2017.0,Single
123,2018.0,Married
124,2013.0,Married
124,2014.0,Single
124,2015.0,Married
124,2016.0,Single
124,2017.0,Married
124,2018.0,Married
125,2011.0,Single
125,2012.0,Married
125,2013.0,Single
125,2014.0,Married
125,2015.0,Single
125,2016.0,Married
125,2017.0,Married
125,2018.0,Single
126,2012.0,Single
126,2013.0,Married
126,2014.0,Married
126,2015.0,Married
126,2016.0,Single
126,2017.0,Single
126,2018.0,Single
127,2009.0,Single
127,2010.0,Married
127,2011.0,Married
127,2012.0,Married
127,2013.0,Married
127,2014.0,Single
127,2015.0,Married
127,2016.0,Single
127,2017.0,Married
127,2018.0,Married
128,2006.0,Married
128,2007.0,Single
128,2008.0,Married
128,2009.0,Married
128,2010.0,Married
128,2011.0,Single
128,2012.0,Married
128,2013.0,Married
128,2014.0,Married
128,2015.0,Single
128,2016.0,Single
128,2017.0,Married
128,2018.0,Married
129,2011.0,Single
129,2012.0,Married
129,2013.0,Married
129,2014.0,Married
129,2015.0,Single
129,2016.0,Single
129,2017.0,Married
129,2018.0,Married
130,2009.0,Single
130,2010.0,Single
130,2011.0,Married
130,2012.0,Married
130,2013.0,Married
130,2014.0,Married
130,2015.0,Single
130,2016.0,Married
130,2017.0,Married
130,2018.0,Married
131,2012.0,Married
131,2013.0,Single
131,2014.0,Single
131,2015.0,Married
131,2016.0,Married
131,2017.0,Married
131,2018.0,Single
132,2017.0,Married
132,2018.0,Single
133,2013.0,Single
133,2014.0,Married
133,2015.0,Single
133,2016.0,Married
133,2017.0,Married
133,2018.0,Married
134,2012.0,Married
134,2013.0,Married
134,2014.0,Married
134,2015.0,Married
134,2016.0,Single
134,2017.0,Single
134,2018.0,Married
135,2010.0,Single
135,2011.0,Married
135,2012.0,Single
135,2013.0,Married
135,2014.0,Single
135,2015.0,Single
135,2016.0,Single
135,2017.0,Married
135,2018.0,Single
136,2010.0,Single
136,2011.0,Single
136,2012.0,Single
136,2013.0,Single
136,2014.0,Single
136,2015.0,Married
136,2016.0,Married
136,2017.0,Married
136,2018.0,Married
137,2012.0,Single
137,2013.0,Single
137,2014.0,Married
137,2015.0,Married
137,2016.0,Single
137,2017.0,Single
137,2018.0,Single
138,2009.0,Married
138,2010.0,Married
138,2011.0,Single
138,2012.0,Single
138,2013.0,Single
138,2014.0,Married
138,2015.0,Single
138,2016.0,Single
138,2017.0,Married
138,2018.0,Single
139,2013.0,Married
139,2014.0,Single
139,2015.0,Single
139,2016.0,Married
139,2017.0,Married
139,2018.0,Single
140,2010.0,Single
140,2011.0,Single
140,2012.0,Married
140,2013.0,Single
140,2014.0,Single
140,2015.0,Married
140,2016.0,Single
140,2017.0,Married
140,2018.0,Single
141,2010.0,Married
141,2011.0,Single
141,2012.0,Single
141,2013.0,Married
141,2014.0,Married
141,2015.0,Single
141,2016.0,Married
141,2017.0,Married
141,2018.0,Married
142,2013.0,Married
142,2014.0,Single
142,2015.0,Married
142,2016.0,Married
142,2017.0,Single
142,2018.0,Married
143,2012.0,Married
143,2013.0,Single
143,2014.0,Single
143,2015.0,Married
143,2016.0,Married
143,2017.0,Married
143,2018.0,Single
144,2010.0,Married
144,2011.0,Married
144,2012.0,Married
144,2013.0,Married
144,2014.0,Married
144,2015.0,Married
144,2016.0,Married
144,2017.0,Single
144,2018.0,Married
145,2013.0,Married
145,2014.0,Single
145,2015.0,Married
145,2016.0,Married
145,2017.0,Married
145,2018.0,Married
146,2015.0,Single
146,2016.0,Single
146,2017.0,Single
146,2018.0,Single
147,2013.0,Single
147,2014.0,Single
147,2015.0,Married
147,2016.0,Married
147,2017.0,Married
147,2018.0,Single
148,2011.0,Married
148,2012.0,Married
148,2013.0,Single
148,2014.0,Single
148,2015.0,Married
148,2016.0,Single
148,2017.0,Married
148,2018.0,Single
149,2011.0,Single
149,2012.0,Single
149,2013.0,Single
149,2014.0,Married
149,2015.0,Single
149,2016.0,Single
149,2017.0,Married
149,2018.0,Single
150,2009.0,Married
150,2010.0,Married
150,2011.0,Married
150,2012.0,Married
150,2013.0,Single
150,2014.0,Married
150,2015.0,Single
150,2016.0,Married
150,2017.0,Married
150,2018.0,Single
151,2013.0,Married
151,2014.0,Married
151,2015.0,Single
151,2016.0,Married
151,2017.0,Married
151,2018.0,Single
152,2012.0,Married
152,2013.0,Married
152,2014.0,Married
152,2015.0,Married
152,2016.0,Single
152,2017.0,Single
152,2018.0,Married
153,2011.0,Married
153,2012.0,Married
153,2013.0,Single
153,2014.0,Married
153,2015.0,Married
153,2016.0,Single
153,2017.0,Single
153,2018.0,Married
154,2012.0,Single
154,2013.0,Married
154,2014.0,Married
154,2015.0,Single
154,2016.0,Single
154,2017.0,Married
154,2018.0,Single
155,2014.0,Single
155,2015.0,Married
155,2016.0,Married
155,2017.0,Married
155,2018.0,Married
156,2008.0,Single
156,2009.0,Single
156,2010.0,Single
156,2011.0,Single
156,2012.0,Married
156,2013.0,Married
156,2014.0,Married
156,2015.0,Married
156,2016.0,Single
156,2017.0,Married
156,2018.0,Married
157,2013.0,Single
157,2014.0,Single
157,2015.0,Married
157,2016.0,Single
157,2017.0,Married
157,2018.0,Single
158,2009.0,Married
158,2010.0,Single
158,2011.0,Married
158,2012.0,Single
158,2013.0,Single
158,2014.0,Single
158,2015.0,Married
158,2016.0,Single
158,2017.0,Married
158,2018.0,Single
159,2014.0,Single
159,2015.0,Single
159,2016.0,Single
159,2017.0,Single
159,2018.0,Single
160,2011.0,Married
160,2012.0,Single
160,2013.0,Married
160,2014.0,Single
160,2015.0,Single
160,2016.0,Single
160,2017.0,Married
160,2018.0,Married
161,2014.0,Single
161,2015.0,Married
161,2016.0,Single
161,2017.0,Married
161,2018.0,Married
162,2009.0,Married
162,2010.0,Single
162,2011.0,Single
162,2012.0,Single
162,2013.0,Single
162,2014.0,Married
162,2015.0,Married
162,2016.0,Single
162,2017.0,Married
162,2018.0,Single
163,2008.0,Married
163,2009.0,Married
163,2010.0,Single
163,2011.0,Single
163,2012.0,Single
163,2013.0,Married
163,2014.0,Married
163,2015.0,Single
163,2016.0,Single
163,2017.0,Married
163,2018.0,Single
164,2014.0,Single
164,2015.0,Single
164,2016.0,Married
164,2017.0,Married
164,2018.0,Single
165,2014.0,Married
165,2015.0,Single
165,2016.0,Married
165,2017.0,Married
165,2018.0,Married
166,2012.0,Single
166,2013.0,Single
166,2014.0,Single
166,2015.0,Married
166,2016.0,Single
166,2017.0,Single
166,2018.0,Married
167,2013.0,Single
167,2014.0,Married
167,2015.0,Single
167,2016.0,Married
167,2017.0,Married
167,2018.0,Married
168,2013.0,Single
168,2014.0,Married
168,2015.0,Married
168,2016.0,Married
168,2017.0,Married
168,2018.0,Single
169,2012.0,Single
169,2013.0,Single
169,2014.0,Single
169,2015.0,Single
169,2016.0,Married
169,2017.0,Married
169,2018.0,Married
170,2013.0,Single
170,2014.0,Married
170,2015.0,Single
170,2016.0,Married
170,2017.0,Single
170,2018.0,Single
171,2006.0,Married
171,2007.0,Married
171,2008.0,Single
171,2009.0,Single
171,2010.0,Single
171,2011.0,Married
171,2012.0,Single
171,2013.0,Single
171,2014.0,Married
171,2015.0,Single
171,2016.0,Single
171,2017.0,Married
171,2018.0,Single
172,2013.0,Single
172,2014.0,Single
172,2015.0,Married
172,2016.0,Single
172,2017.0,Single
172,2018.0,Married
173,2011.0,Single
173,2012.0,Single
173,2013.0,Married
173,2014.0,Married
173,2015.0,Married
173,2016.0,Single
173,2017.0,Single
173,2018.0,Married
174,2013.0,Married
174,2014.0,Married
174,2015.0,Married
174,2016.0,Married
174,2017.0,Single
174,2018.0,Married
175,2008.0,Single
175,2009.0,Married
175,2010.0,Single
175,2011.0,Single
175,2012.0,Single
175,2013.0,Married
175,2014.0,Married
175,2015.0,Married
175,2016.0,Married
175,2017.0,Married
175,2018.0,Married
176,2009.0,Married
176,2010.0,Married
176,2011.0,Single
176,2012.0,Married
176,2013.0,Single
176,2014.0,Single
176,2015.0,Married
176,2016.0,Single
176,2017.0,Married
176,2018.0,Married
177,2014.0,Married
177,2015.0,Married
177,2016.0,Married
177,2017.0,Single
177,2018.0,Single
178,2012.0,Married
178,2013.0,Married
178,2014.0,Married
178,2015.0,Married
178,2016.0,Married
178,2017.0,Single
178,2018.0,Married
179,2012.0,Single
179,2013.0,Married
179,2014.0,Married
179,2015.0,Single
179,2016.0,Married
179,2017.0,Married
179,2018.0,Married
180,2010.0,Married
180,2011.0,Single
180,2012.0,Single
180,2013.0,Married
180,2014.0,Married
180,2015.0,Single
180,2016.0,Single
180,2017.0,Single
180,2018.0,Single
181,2013.0,Single
181,2014.0,Single
181,2015.0,Married
181,2016.0,Married
181,2017.0,Single
181,2018.0,Single
182,2012.0,Single
182,2013.0,Single
182,2014.0,Married
182,2015.0,Single
182,2016.0,Married
182,2017.0,Married
182,2018.0,Single
183,2014.0,Married
183,2015.0,Single
183,2016.0,Single
183,2017.0,Married
183,2018.0,Married
184,2008.0,Single
184,2009.0,Single
184,2010.0,Single
184,2011.0,Married
184,2012.0,Single
184,2013.0,Single
184,2014.0,Single
184,2015.0,Single
184,2016.0,Single
184,2017.0,Single
184,2018.0,Married
185,2006.0,Married
185,2007.0,Single
185,2008.0,Married
185,2009.0,Single
185,2010.0,Married
185,2011.0,Single
185,2012.0,Married
185,2013.0,Married
185,2014.0,Single
185,2015.0,Single
185,2016.0,Married
185,2017.0,Married
185,2018.0,Married
186,2013.0,Married
186,2014.0,Single
186,2015.0,Married
186,2016.0,Single
186,2017.0,Single
186,2018.0,Single
187,2011.0,Married
187,2012.0,Married
187,2013.0,Married
187,2014.0,Single
187,2015.0,Married
187,2016.0,Married
187,2017.0,Married
187,2018.0,Married
188,2006.0,Single
188,2007.0,Single
188,2008.0,Single
188,2009.0,Single
188,2010.0,Married
188,2011.0,Married
188,2012.0,Married
188,2013.0,Married
188,2014.0,Married
188,2015.0,Single
188,2016.0,Married
188,2017.0,Single
188,2018.0,Married
189,2012.0,Single
189,2013.0,Married
189,2014.0,Single
189,2015.0,Single
189,2016.0,Single
189,2017.0,Single
189,2018.0,Married
190,2009.0,Married
