id,start_year,start_month,end_year,end_month
224,2004.0,1,2009.0,11
225,1997.0,5,2003.0,8
225,2003.0,8,2008.0,11
226,1993.0,12,1999.0,11
226,1999.0,11,2004.0,11
226,2005.0,11,2017.0,8
227,1994.0,12,2000.0,9
227,2000.0,9,2005.0,7
227,2006.0,7,2010.0,10
228,2002.0,4,2008.0,6
229,1993.0,12,1999.0,4
229,1999.0,4,2004.0,1
229,2004.0,1,2016.0,12
230,2006.0,7,2010.0,7
231,1990.0,12,1996.0,10
231,1996.0,10,2001.0,8
231,2001.0,8,2013.0,5
232,2000.0,5,2006.0,3
233,1994.0,12,2000.0,3
233,2000.0,3,2005.0,7
233,2006.0,7,2010.0,4
234,2001.0,12,2007.0,3
235,2003.0,5,2009.0,8
236,2012.0,12,2016.0,6
237,1999.0,12,2005.0,10
238,2002.0,12,2008.0,3
239,1994.0,12,2000.0,1
239,2000.0,1,2005.0,10
239,2005.0,10,2017.0,1
240,1992.0,7,1998.0,3
240,1998.0,3,2003.0,8
240,2003.0,8,2015.0,6
241,2006.0,12,2010.0,11
242,2003.0,12,2009.0,7
243,1999.0,5,2005.0,6
243,2005.0,6,2010.0,3
243,2011.0,3,2012.0,8
244,1992.0,5,1998.0,11
244,1998.0,11,2003.0,6
244,2003.0,6,2015.0,11
245,1995.0,12,2001.0,10
245,2002.0,10,2007.0,9
245,2007.0,9,2011.0,3
246,1989.0,7,1995.0,1
246,1995.0,1,2000.0,9
246,2001.0,9,2013.0,7
247,2004.0,5,2010.0,6
248,1997.0,12,2003.0,4
248,2003.0,4,2008.0,3
248,2008.0,3,2012.0,3
249,1994.0,5,2000.0,3
249,2000.0,3,2005.0,4
249,2006.0,4,2010.0,6
250,1999.0,12,2005.0,7
250,2005.0,7,2010.0,9
250,2011.0,9,2012.0,9
251,2009.0,12,2013.0,2
252,2005.0,12,2011.0,10
253,1993.0,5,1999.0,2
253,1999.0,2,2004.0,4
253,2004.0,4,2016.0,12
254,2000.0,5,2006.0,8
255,1997.0,7,2003.0,9
255,2003.0,9,2008.0,5
255,2008.0,5,2012.0,12
256,1990.0,5,1996.0,3
256,1997.0,3,2002.0,6
256,2003.0,6,2015.0,5
257,2004.0,5,2010.0,8
258,2000.0,4,2006.0,8
259,1998.0,12,2004.0,5
259,2004.0,5,2009.0,7
259,2010.0,7,2011.0,8
261,2009.0,12,2013.0,5
262,2011.0,12,2015.0,6
263,1998.0,12,2004.0,5
263,2004.0,5,2009.0,9
263,2010.0,9,2011.0,9
264,2000.0,12,2006.0,5
265,2001.0,5,2007.0,12
266,1991.0,12,1997.0,1
266,1997.0,1,2002.0,8
266,2003.0,8,2015.0,6
267,2003.0,12,2009.0,2
268,1998.0,12,2004.0,6
268,2005.0,6,2010.0,4
268,2010.0,4,2011.0,3
269,1999.0,12,2005.0,3
270,1991.0,12,1997.0,7
270,1998.0,7,2003.0,7
270,2004.0,7,2016.0,10
271,1994.0,12,2000.0,9
271,2001.0,9,2006.0,10
271,2006.0,10,2010.0,7
272,1992.0,12,1998.0,4
272,1998.0,4,2003.0,2
272,2003.0,2,2015.0,5
273,2001.0,12,2007.0,10
274,1998.0,12,2004.0,12
274,2004.0,12,2009.0,6
275,2010.0,12,2014.0,9
276,1991.0,5,1997.0,9
276,1997.0,9,2002.0,7
276,2002.0,7,2014.0,8
277,1990.0,5,1996.0,7
277,1997.0,7,2002.0,4
277,2002.0,4,2014.0,2
278,1989.0,12,1995.0,9
278,1996.0,9,2001.0,8
278,2001.0,8,2013.0,7
279,2008.0,12,2012.0,11
280,2008.0,4,2012.0,4
281,2001.0,12,2007.0,8
282,1987.0,12,1993.0,12
282,1994.0,12,1999.0,11
282,1999.0,11,2011.0,6
283,1998.0,5,2004.0,4
283,2004.0,4,2009.0,12
284,2010.0,12,2014.0,8
285,1999.0,12,2005.0,1
286,2003.0,12,2009.0,1
287,2003.0,4,2009.0,9
289,2003.0,12,2009.0,6
290,1995.0,5,2001.0,5
290,2001.0,5,2006.0,3
290,2006.0,3,2010.0,11
291,1994.0,12,2000.0,5
291,2001.0,5,2006.0,12
291,2006.0,12,2010.0,7
292,1993.0,12,1999.0,11
292,1999.0,11,2004.0,9
292,2005.0,9,2017.0,11
293,1986.0,12,1992.0,8
293,1993.0,8,1998.0,5
293,1999.0,5,2011.0,10
294,1991.0,12,1997.0,11
294,1997.0,11,2002.0,12
294,2002.0,12,2014.0,1
295,2009.0,12,2013.0,2
296,2012.0,5,2016.0,4
297,1990.0,5,1996.0,6
297,1996.0,6,2001.0,7
297,2001.0,7,2013.0,2
298,1998.0,12,2004.0,7
298,2004.0,7,2009.0,8
299,1993.0,5,1999.0,12
299,2000.0,12,2005.0,5
299,2006.0,5,2010.0,5
300,1998.0,12,2004.0,2
300,2005.0,2,2010.0,11
300,2010.0,11,2011.0,4
301,2006.0,12,2010.0,12
302,1993.0,12,1999.0,3
302,1999.0,3,2004.0,2
302,2005.0,2,2017.0,8
303,1998.0,12,2004.0,2
303,2004.0,2,2009.0,10
304,2010.0,12,2014.0,11
305,1991.0,4,1997.0,11
305,1997.0,11,2002.0,12
305,2002.0,12,2014.0,10
306,1998.0,12,2004.0,3
306,2004.0,3,2009.0,8
306,2010.0,8,2011.0,9
307,2007.0,7,2011.0,4
308,2009.0,5,2013.0,2
309,1994.0,12,2000.0,1
309,2001.0,1,2006.0,8
309,2006.0,8,2010.0,12
310,2012.0,12,2016.0,12
311,1989.0,5,1995.0,11
311,1995.0,11,2000.0,10
311,2000.0,10,2012.0,6
312,2000.0,12,2006.0,6
313,1999.0,12,2005.0,9
313,2005.0,9,2010.0,9
313,2010.0,9,2011.0,4
314,2003.0,5,2009.0,9
315,1989.0,12,1995.0,7
315,1996.0,7,2001.0,1
315,2001.0,1,2013.0,10
316,2012.0,12,2016.0,1
317,1998.0,5,2004.0,6
317,2004.0,6,2009.0,9
317,2010.0,9,2011.0,6
318,2009.0,7,2013.0,7
319,2010.0,4,2014.0,11
320,1998.0,5,2004.0,1
320,2004.0,1,2009.0,11
320,2010.0,11,2011.0,7
321,2010.0,12,2014.0,1
322,1994.0,12,2000.0,12
322,2000.0,12,2005.0,1
322,2005.0,1,2017.0,8
323,1991.0,5,1997.0,5
323,1997.0,5,2002.0,3
323,2003.0,3,2015.0,11
324,1993.0,5,1999.0,8
324,2000.0,8,2005.0,12
324,2005.0,12,2017.0,6
325,2001.0,5,2007.0,5
326,2004.0,5,2010.0,12
328,1994.0,12,2000.0,9
328,2000.0,9,2005.0,3
328,2006.0,3,2010.0,8
329,1998.0,12,2004.0,11
329,2004.0,11,2009.0,4
330,2004.0,4,2010.0,4
331,2002.0,5,2008.0,9
332,2009.0,12,2013.0,7
333,1990.0,12,1996.0,1
333,1996.0,1,2001.0,1
333,2001.0,1,2013.0,9
334,1998.0,7,2004.0,11
334,2005.0,11,2010.0,11
334,2010.0,11,2011.0,9
335,1993.0,12,1999.0,2
335,1999.0,2,2004.0,10
335,2004.0,10,2016.0,5
336,2001.0,12,2007.0,5
337,1996.0,7,2002.0,9
337,2002.0,9,2007.0,2
337,2007.0,2,2011.0,5
338,2001.0,12,2007.0,8
339,1997.0,4,2003.0,2
339,2003.0,2,2008.0,1
339,2008.0,1,2012.0,5
341,2012.0,7,2016.0,7
342,2011.0,5,2015.0,1
343,1988.0,4,1994.0,2
343,1994.0,2,1999.0,10
343,1999.0,10,2011.0,3
344,1995.0,12,2001.0,5
344,2001.0,5,2006.0,9
344,2006.0,9,2010.0,12
345,2011.0,12,2015.0,1
346,2010.0,12,2014.0,9
347,2004.0,5,2010.0,11
348,2010.0,5,2014.0,2
349,1989.0,12,1995.0,7
349,1995.0,7,2000.0,8
349,2001.0,8,2013.0,2
350,2000.0,7,2006.0,2
352,2008.0,12,2012.0,10
353,1998.0,5,2004.0,4
353,2005.0,4,2010.0,4
353,2010.0,4,2011.0,10
354,2008.0,5,2012.0,11
355,2004.0,7,2010.0,7
356,1989.0,12,1995.0,4
356,1995.0,4,2000.0,6
356,2000.0,6,2012.0,4
357,2012.0,5,2016.0,12
358,2007.0,12,2011.0,5
359,2008.0,12,2012.0,1
360,2004.0,7,2010.0,12
361,2006.0,12,2010.0,6
362,2006.0,12,2010.0,11
363,1992.0,5,1998.0,9
363,1999.0,9,2004.0,4
363,2005.0,4,2017.0,4
364,2006.0,12,2010.0,9
365,1986.0,5,1992.0,5
365,1993.0,5,1998.0,9
365,1998.0,9,2010.0,11
366,2001.0,5,2007.0,12
367,2005.0,5,2011.0,7
368,1991.0,12,1997.0,8
368,1997.0,8,2002.0,9
368,2003.0,9,2015.0,8
369,2001.0,12,2007.0,6
370,2004.0,4,2010.0,9
371,2003.0,12,2009.0,3
372,2012.0,12,2016.0,6
373,2010.0,5,2014.0,2
374,2010.0,12,2014.0,2
375,1988.0,12,1994.0,4
375,1994.0,4,1999.0,8
375,1999.0,8,2011.0,4
376,2011.0,5,2015.0,1
377,1993.0,5,1999.0,5
377,1999.0,5,2004.0,1
377,2004.0,1,2016.0,10
378,1993.0,5,1999.0,9
378,2000.0,9,2005.0,6
378,2006.0,6,2010.0,6
379,1997.0,12,2003.0,5
379,2003.0,5,2008.0,10
379,2008.0,10,2012.0,6
380,1997.0,12,2003.0,3
380,2003.0,3,2008.0,12
380,2008.0,12,2012.0,5
381,2002.0,12,2008.0,1
382,2011.0,12,2015.0,3
383,1994.0,12,2000.0,2
383,2000.0,2,2005.0,12
383,2005.0,12,2017.0,4
384,1993.0,5,1999.0,9
384,1999.0,9,2004.0,12
384,2004.0,12,2016.0,9
385,2009.0,5,2013.0,10
386,2000.0,12,2006.0,2
387,1996.0,12,2002.0,2
387,2002.0,2,2007.0,12
387,2007.0,12,2011.0,12
388,2002.0,4,2008.0,5
389,2009.0,12,2013.0,10
390,2000.0,5,2006.0,8
391,2002.0,12,2008.0,5
392,1986.0,12,1992.0,8
392,1992.0,8,1997.0,3
392,1997.0,3,2009.0,5
393,1993.0,12,1999.0,2
393,1999.0,2,2004.0,1
393,2005.0,1,2017.0,10
394,1996.0,12,2002.0,12
394,2002.0,12,2007.0,5
394,2008.0,5,2012.0,8
395,2010.0,5,2014.0,12
396,2002.0,5,2008.0,2
397,1994.0,12,2000.0,10
397,2000.0,10,2005.0,10
397,2005.0,10,2017.0,3
398,2007.0,12,2011.0,4
399,1993.0,12,1999.0,9
399,2000.0,9,2005.0,11
399,2006.0,11,2010.0,1
400,1986.0,4,1992.0,3
400,1992.0,3,1997.0,10
400,1997.0,10,2009.0,3
401,2009.0,12,2013.0,7
402,1998.0,7,2004.0,10
402,2004.0,10,2009.0,1
402,2010.0,1,2011.0,10
403,2005.0,7,2011.0,2
404,1999.0,5,2005.0,4
404,2005.0,4,2010.0,3
404,2011.0,3,2012.0,12
406,1997.0,12,2003.0,6
406,2004.0,6,2009.0,2
406,2010.0,2,2011.0,9
407,1995.0,5,2001.0,4
407,2001.0,4,2006.0,6
407,2006.0,6,2010.0,7
409,2005.0,12,2011.0,1
410,1991.0,12,1997.0,1
410,1997.0,1,2002.0,12
410,2003.0,12,2015.0,12
412,1988.0,5,1994.0,11
412,1994.0,11,1999.0,6
412,1999.0,6,2011.0,6
413,1990.0,12,1996.0,6
413,1996.0,6,2001.0,7
413,2001.0,7,2013.0,3
414,2005.0,12,2011.0,3
415,1998.0,12,2004.0,5
415,2004.0,5,2009.0,12
416,1990.0,5,1996.0,9
416,1996.0,9,2001.0,7
416,2002.0,7,2014.0,3
417,2001.0,5,2007.0,12
418,2008.0,12,2012.0,4
419,1998.0,12,2004.0,8
419,2005.0,8,2010.0,3
419,2010.0,3,2011.0,3
420,2002.0,12,2008.0,8
421,1995.0,12,2001.0,9
421,2002.0,9,2007.0,5
421,2008.0,5,2012.0,7
422,2001.0,5,2007.0,11
423,2002.0,12,2008.0,10
424,2011.0,5,2015.0,5
425,2012.0,12,2016.0,3
426,1997.0,12,2003.0,12
426,2003.0,12,2008.0,11
427,1999.0,5,2005.0,4
427,2005.0,4,2010.0,5
427,2010.0,5,2011.0,2
428,1990.0,5,1996.0,7
428,1996.0,7,2001.0,2
428,2001.0,2,2013.0,9
429,1988.0,4,1994.0,6
429,1994.0,6,1999.0,11
429,2000.0,11,2012.0,8
430,1996.0,12,2002.0,1
430,2002.0,1,2007.0,5
430,2007.0,5,2011.0,4
431,2005.0,12,2011.0,3
432,1995.0,5,2001.0,9
432,2001.0,9,2006.0,11
432,2006.0,11,2010.0,9
433,2003.0,12,2009.0,9
434,1997.0,12,2003.0,3
434,2003.0,3,2008.0,6
435,1993.0,12,1999.0,5
435,1999.0,5,2004.0,11
435,2004.0,11,2016.0,10
436,1996.0,12,2002.0,11
436,2002.0,11,2007.0,7
436,2008.0,7,2012.0,2
437,2003.0,12,2009.0,5
438,1998.0,12,2004.0,4
438,2004.0,4,2009.0,5
438,2010.0,5,2011.0,2
439,1987.0,5,1993.0,6
439,1993.0,6,1998.0,4
439,1998.0,4,2010.0,5
440,2001.0,12,2007.0,1
441,1991.0,5,1997.0,10
441,1997.0,10,2002.0,7
441,2002.0,7,2014.0,3
442,1998.0,5,2004.0,7
442,2004.0,7,2009.0,12
442,2010.0,12,2011.0,7
443,1991.0,12,1997.0,2
443,1998.0,2,2003.0,6
443,2004.0,6,2016.0,2
444,2011.0,12,2015.0,1
445,1995.0,5,2001.0,3
445,2001.0,3,2006.0,12
445,2006.0,12,2010.0,2
446,1998.0,12,2004.0,10
446,2004.0,10,2009.0,6
446,2010.0,6,2011.0,5
447,2010.0,12,2014.0,1
448,1995.0,12,2001.0,5
448,2001.0,5,2006.0,1
448,2006.0,1,2010.0,2
449,1997.0,12,2003.0,10
449,2003.0,10,2008.0,2
449,2008.0,2,2012.0,7
450,2008.0,5,2012.0,2
451,2004.0,12,2010.0,10
452,2004.0,12,2010.0,9
454,2003.0,4,2009.0,4
455,1994.0,12,2000.0,4
455,2000.0,4,2005.0,9
455,2006.0,9,2010.0,8
456,2001.0,5,2007.0,1
457,1997.0,4,2003.0,3
457,2003.0,3,2008.0,11
458,1993.0,7,1999.0,3
458,2000.0,3,2005.0,9
458,2006.0,9,2010.0,12
459,2012.0,12,2016.0,12
460,2002.0,12,2008.0,4
461,2003.0,12,2009.0,2
462,1990.0,5,1996.0,7
462,1997.0,7,2002.0,9
462,2002.0,9,2014.0,11
463,2008.0,4,2012.0,10
464,1988.0,5,1994.0,7
464,1994.0,7,1999.0,8
464,1999.0,8,2011.0,3
465,2000.0,7,2006.0,6
466,2001.0,12,2007.0,12
467,1992.0,12,1998.0,9
467,1998.0,9,2003.0,7
467,2003.0,7,2015.0,7
468,2007.0,5,2011.0,9
469,1999.0,12,2005.0,9
469,2005.0,9,2010.0,12
469,2010.0,12,2011.0,6
470,1987.0,5,1993.0,4
470,1993.0,4,1998.0,11
470,1998.0,11,2010.0,1
471,1998.0,7,2004.0,4
471,2004.0,4,2009.0,6
