id,start_year,start_month,end_year,end_month
406,2010.0,2,2011.0,9
407,1999.0,4,2004.0,4
407,2004.0,4,2009.0,6
408,1994.0,5,2002.0,7
408,2003.0,7,2008.0,5
409,1995.0,5,2003.0,1
409,2003.0,1,2008.0,10
409,2008.0,10,2012.0,5
410,1994.0,5,2002.0,1
410,2002.0,1,2007.0,12
410,2008.0,12,2012.0,12
411,2008.0,7,2011.0,4
412,2007.0,12,2010.0,11
413,1994.0,12,2002.0,6
413,2002.0,6,2007.0,7
413,2007.0,7,2011.0,3
414,1995.0,12,2003.0,3
414,2004.0,3,2009.0,12
415,1989.0,5,1996.0,5
415,1996.0,5,2001.0,12
415,2001.0,12,2013.0,3
416,1992.0,12,2000.0,9
416,2000.0,9,2005.0,7
416,2006.0,7,2010.0,3
417,2001.0,5,2006.0,12
418,2000.0,12,2005.0,4
418,2005.0,4,2010.0,3
418,2011.0,3,2012.0,8
419,1995.0,5,2003.0,8
419,2004.0,8,2009.0,3
420,2000.0,12,2005.0,8
420,2005.0,8,2010.0,10
420,2010.0,10,2011.0,5
421,1998.0,5,2003.0,9
421,2004.0,9,2009.0,5
421,2010.0,5,2011.0,7
422,1990.0,12,1997.0,11
422,1997.0,11,2002.0,8
422,2002.0,8,2014.0,6
423,2001.0,12,2006.0,10
424,2006.0,12,2009.0,5
425,2001.0,12,2006.0,3
426,2008.0,12,2011.0,12
427,2003.0,5,2008.0,4
428,2010.0,5,2013.0,7
429,2001.0,12,2006.0,6
430,1993.0,12,2001.0,1
430,2001.0,1,2006.0,5
430,2006.0,5,2010.0,4
431,1991.0,12,1999.0,3
431,1999.0,3,2004.0,9
431,2004.0,9,2016.0,11
432,2002.0,12,2007.0,9
433,1997.0,5,2005.0,9
434,1999.0,12,2004.0,3
434,2004.0,3,2009.0,6
434,2010.0,6,2011.0,9
435,1985.0,12,1992.0,5
435,1992.0,5,1997.0,11
435,1997.0,11,2009.0,10
437,2004.0,12,2009.0,5
438,2012.0,12,2015.0,4
439,1996.0,12,2004.0,6
439,2004.0,6,2009.0,4
441,2005.0,12,2010.0,10
442,2004.0,12,2009.0,7
443,2004.0,5,2009.0,2
444,2006.0,5,2009.0,1
445,2002.0,12,2007.0,3
446,2002.0,5,2007.0,10
447,2001.0,4,2006.0,1
448,1988.0,12,1995.0,5
448,1995.0,5,2000.0,1
448,2000.0,1,2012.0,2
449,2003.0,12,2008.0,10
450,2001.0,5,2006.0,2
451,1994.0,5,2002.0,10
451,2003.0,10,2008.0,8
452,1991.0,5,1999.0,9
452,2000.0,9,2005.0,6
452,2005.0,6,2017.0,4
453,1997.0,5,2005.0,4
454,2010.0,7,2013.0,4
455,2010.0,12,2013.0,4
456,2004.0,12,2009.0,1
457,1986.0,12,1993.0,3
457,1993.0,3,1998.0,11
457,1999.0,11,2011.0,4
458,2008.0,12,2011.0,3
459,2010.0,12,2013.0,12
460,2001.0,12,2006.0,4
461,2004.0,7,2009.0,2
463,2010.0,4,2013.0,10
464,2003.0,4,2008.0,7
465,2012.0,4,2015.0,6
466,1995.0,5,2003.0,12
466,2004.0,12,2009.0,7
467,1992.0,12,2000.0,9
467,2000.0,9,2005.0,7
467,2005.0,7,2017.0,7
468,2007.0,12,2010.0,9
469,2012.0,7,2015.0,9
470,2000.0,4,2005.0,4
470,2005.0,4,2010.0,11
470,2010.0,11,2011.0,1
471,2003.0,12,2008.0,4
472,2005.0,12,2010.0,7
473,1998.0,5,2003.0,11
473,2003.0,11,2008.0,2
473,2008.0,2,2012.0,6
474,2003.0,12,2008.0,12
475,2006.0,12,2009.0,8
476,2006.0,5,2009.0,5
477,1998.0,5,2003.0,4
477,2004.0,4,2009.0,3
478,2012.0,4,2015.0,4
479,1999.0,5,2004.0,12
479,2005.0,12,2010.0,10
479,2011.0,10,2012.0,10
480,1987.0,7,1994.0,3
480,1994.0,3,1999.0,11
480,1999.0,11,2011.0,10
481,1987.0,4,1994.0,3
481,1995.0,3,2000.0,2
481,2000.0,2,2012.0,5
482,2012.0,12,2015.0,1
483,1997.0,5,2005.0,4
484,2000.0,4,2005.0,3
484,2005.0,3,2010.0,9
484,2011.0,9,2012.0,8
485,1997.0,5,2005.0,5
485,2005.0,5,2010.0,7
