id,degree_type,degree,major,edu_start,start_month,start_day,edu_end,end_month,end_day
59,PhD Degree,Doctor of Philosophy PhD,English Language Studies,1999,8,23,2003,5,12
60,Bachelor's Degree,Bachelor of Business Administration,Engineering,1985,1,19,1989,5,10
61,Bachelor's Degree,Bachelor of Science,Physics,1987,2,10,1990,12,15
62,Bachelor's Degree,Bachelor of Business Administration,HR,2005,9,15,2011,7,15
62,Masters's Degree,Master of Business Administration,Finance,2011,8,4,2012,12,15
63,Bachelor's Degree,Bachelor of Science,Physics,1990,2,1,1994,5,10
64,Bachelor's Degree,Bachelor of Business Administration,Finance,2002,8,14,2007,7,18
65,Bachelor's Degree,Bachelor of Science,Chemistry,2003,8,26,2007,12,11
65,Masters's Degree,Master of Business Administration,Finance,2008,8,12,2010,12,26
66,Bachelor's Degree,Bachelor of Business Administration,Finance,1994,1,18,1998,12,18
67,Bachelor's Degree,Bachelor of Science,Chemistry,2005,8,1,2009,12,8
67,Masters's Degree,Master of Business Administration,Marketing,2010,1,1,2012,12,1
68,Bachelor's Degree,Bachelor of Science,Physics,1995,1,19,1999,12,18
69,Bachelor's Degree,Bachelor of Business Administration,Finance,2005,1,1,2009,5,20
70,Bachelor's Degree,Bachelor of Business Administration,Engineering,1989,8,18,1993,12,9
71,Bachelor's Degree,Bachelor of Business Administration,HR,2003,1,17,2006,12,10
71,Masters's Degree,Master of Science,Computer Science,2007,8,1,2009,5,17
72,Bachelor's Degree,Bachelor of Business Administration,Finance,1987,9,7,1990,12,16
72,Masters's Degree,Master of Business Administration,Finance,1991,8,20,1993,12,7
73,Bachelor's Degree,Bachelor of Business Administration,Operations,1991,2,22,1995,4,20
74,Bachelor's Degree,Bachelor of Business Administration,Engineering,2001,1,20,2004,12,15
75,Bachelor's Degree,Bachelor of Science,Chemistry,1989,2,12,1992,12,20
75,Masters's Degree,Master of Science,Business Analytics,1993,9,7,1995,4,12
75,PhD Degree,Doctor of Philosophy PhD,English Language Studies,1996,8,7,1999,12,12
76,Bachelor's Degree,Bachelor of Arts,Geography,1991,8,18,1995,4,14
77,Bachelor's Degree,Bachelor of Science,Biology,1995,8,3,1999,5,10
77,Masters's Degree,Master of Philosphy,Regional Studies,1999,8,2,2000,12,3
78,Bachelor's Degree,Bachelor of Engineering,Engineering,1994,1,15,1998,12,13
78,Masters's Degree,Master of Business Administration,Operations,1999,8,2,2001,5,15
79,Bachelor's Degree,Bachelor of Arts,Mathematics,1981,9,27,1986,7,14
80,Bachelor's Degree,Bachelor of Technology,Engineering,1996,8,21,2000,4,12
80,Masters's Degree,Master of Science,Business Analytics,2000,8,13,2001,12,21
81,Bachelor's Degree,Bachelor of Arts,Economics,2008,2,16,2012,12,18
82,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,1,17,2002,5,9
83,Bachelor's Degree,Bachelor of Arts,Geography,2007,8,6,2010,12,16
83,Masters's Degree,Master of Science,Business Analytics,2011,8,5,2013,12,6
84,Bachelor's Degree,Bachelor of Arts,History,1992,1,24,1995,12,18
85,Bachelor's Degree,Bachelor of Technology,Engineering,1990,1,16,1994,12,8
85,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1995,9,19,1998,12,14
86,Bachelor's Degree,Bachelor of Arts,History,1989,1,14,1993,12,20
86,PhD Degree,PhD,Management Studies,1994,1,5,1997,12,10
87,Bachelor's Degree,Bachelor of Technology,Engineering,1991,9,25,1995,12,11
87,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1996,8,15,2000,12,17
88,Bachelor's Degree,Bachelor of Engineering,Engineering,1998,1,21,2003,7,11
89,Bachelor's Degree,Bachelor of Technology,Engineering,1987,1,16,1992,7,20
89,Masters's Degree,Master of Science,Managament,1992,8,25,1996,5,16
89,PhD Degree,PhD,Sociology,1997,1,25,2002,7,9
90,Bachelor's Degree,Bachelor of Business Administration,HR,1987,1,9,1991,12,8
90,PhD Degree,PhD,Sociology,1992,8,23,1996,12,14
91,Bachelor's Degree,Bachelor of Arts,Economics,1993,8,23,1997,5,7
91,Masters's Degree,Master of Science,Physics,1997,8,21,1999,12,23
92,Bachelor's Degree,Bachelor of Science,Chemistry,2007,8,2,2010,12,13
92,Masters's Degree,Master of Business Administration,Operations,2011,8,3,2013,12,2
93,Bachelor's Degree,Bachelor of Technology,Engineering,1991,1,3,1995,5,17
94,Bachelor's Degree,Bachelor of Business Administration,Engineering,2000,5,19,2004,5,12
94,Masters's Degree,Master of Science,Computer Science,2004,8,7,2006,7,19
94,PhD Degree,PhD,Management Studies,2008,1,7,2013,5,16
95,Bachelor's Degree,Bachelor of Engineering,Engineering,1989,8,6,1992,12,12
95,PhD Degree,Doctor of Philosophy PhD,English Language Studies,1993,1,5,1996,12,12
96,Bachelor's Degree,Bachelor of Technology,Engineering,1988,9,21,1991,12,17
96,Masters's Degree,Master of Science,Business Analytics,1992,9,6,1994,12,21
97,Bachelor's Degree,Bachelor of Business Administration,Finance,1985,8,27,1989,12,19
97,Masters's Degree,Master of Business Administration,Finance,1990,8,5,1992,12,27
98,Bachelor's Degree,Bachelor of Engineering,Engineering,1984,2,12,1987,12,11
98,Masters's Degree,Master of Business Administration,HR,1988,8,28,1990,7,12
99,Bachelor's Degree,Bachelor of Science,Chemistry,1987,8,20,1990,12,12
99,PhD Degree,Doctor of Business Administration,HR,1992,8,27,1996,12,13
100,Bachelor's Degree,Bachelor of Business Administration,Finance,2001,9,12,2007,7,20
100,Masters's Degree,Master of Philosphy,Economics,2007,8,9,2010,12,12
101,Bachelor's Degree,Bachelor of Arts,Commerce,2003,1,10,2007,12,17
102,Bachelor's Degree,Bachelor of Engineering,Engineering,2006,1,1,2010,5,18
103,Bachelor's Degree,Bachelor of Science,Biology,1998,1,18,2002,5,17
104,Bachelor's Degree,Bachelor of Technology,Engineering,2004,8,15,2007,12,13
104,PhD Degree,PhD,Communication,2009,2,7,2013,12,8
105,Bachelor's Degree,Bachelor of Arts,Geography,1991,2,11,1995,5,13
106,Bachelor's Degree,Bachelor of Science,Chemistry,2007,8,12,2011,5,7
106,Masters's Degree,Master of Science,Managament,2011,8,14,2012,12,12
107,Bachelor's Degree,Bachelor of Business Administration,Finance,1992,2,18,1996,5,16
108,Bachelor's Degree,Bachelor of Business Administration,HR,1989,1,19,1994,7,9
109,Bachelor's Degree,Bachelor of Business Administration,Finance,2000,2,4,2004,12,10
109,PhD Degree,PhD,Communication,2005,8,8,2009,12,19
110,Bachelor's Degree,Bachelor of Business Administration,HR,1994,2,22,1999,7,20
111,Bachelor's Degree,Bachelor of Arts,Commerce,1985,2,28,1989,5,8
111,Masters's Degree,Master of Business Administration,Finance,1989,8,3,1990,7,28
112,Bachelor's Degree,Bachelor of Business Administration,Operations,2000,1,15,2003,12,20
113,Bachelor's Degree,Bachelor of Business Administration,Finance,1991,8,8,1994,12,9
113,Masters's Degree,Master of Science,Data Science,1995,8,4,1997,12,8
114,Bachelor's Degree,Bachelor of Business Administration,Finance,1997,8,24,2001,5,7
114,PhD Degree,PhD,Management Studies,2002,1,6,2006,5,18
115,Bachelor's Degree,Bachelor of Technology,Engineering,1999,1,21,2003,5,10
115,Masters's Degree,Master of Science,Computer Science,2003,8,21,2005,5,21
116,Bachelor's Degree,Bachelor of Business Administration,Finance,2003,1,2,2007,12,10
116,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,2009,1,2,2013,12,15
117,Bachelor's Degree,Bachelor of Technology,Engineering,1983,8,24,1987,5,18
118,Bachelor's Degree,Bachelor of Arts,Commerce,2004,8,22,2008,12,20
119,Bachelor's Degree,Bachelor of Business Administration,HR,2005,8,28,2009,12,13
119,Masters's Degree,Master of Science,Computer Science,2010,8,1,2012,12,28
120,Bachelor's Degree,Bachelor of Science,Biology,1986,1,20,1991,7,10
121,Bachelor's Degree,Bachelor of Business Administration,HR,2007,8,25,2011,12,13
122,Bachelor's Degree,Bachelor of Arts,Commerce,1993,8,2,1998,7,16
122,Masters's Degree,Master of Business Administration,Operations,1998,8,17,2002,12,2
123,Bachelor's Degree,Bachelor of Science,Physics,1989,8,23,1993,5,7
124,Bachelor's Degree,Bachelor of Arts,Mathematics,2000,2,22,2004,5,12
124,Masters's Degree,Master of Business Administration,Finance,2004,8,1,2006,7,22
124,PhD Degree,Doctor of Philosophy PhD,Philosophy,2006,8,1,2010,5,10
125,Bachelor's Degree,Bachelor of Science,Chemistry,1987,9,4,1991,5,15
125,Masters's Degree,Master of Science,Business Analytics,1991,8,18,1993,12,4
126,Bachelor's Degree,Bachelor of Technology,Engineering,1999,9,25,2004,7,8
127,Bachelor's Degree,Bachelor of Technology,Engineering,1994,8,10,1997,12,8
128,Bachelor's Degree,Bachelor of Business Administration,HR,2004,2,10,2008,5,13
129,Bachelor's Degree,Bachelor of Business Administration,Engineering,1993,8,24,1996,12,12
130,Bachelor's Degree,Bachelor of Arts,Commerce,2000,5,17,2003,12,11
130,Masters's Degree,Master of Science,Data Science,2004,9,20,2006,7,17
131,Bachelor's Degree,Bachelor of Arts,Geography,1999,8,12,2003,12,11
132,Bachelor's Degree,Bachelor of Business Administration,Engineering,2003,2,25,2006,12,18
132,PhD Degree,PhD,Sociology,2007,8,10,2010,12,15
133,Bachelor's Degree,Bachelor of Business Administration,HR,1987,8,19,1991,12,20
133,Masters's Degree,Master of Business Administration,Marketing,1992,1,25,1994,12,19
134,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,4,1997,5,7
134,Masters's Degree,Master of Science,Physics,1997,8,11,1999,5,4
135,Bachelor's Degree,Bachelor of Arts,Economics,1993,8,6,1998,7,8
136,Bachelor's Degree,Bachelor of Business Administration,Operations,1994,8,26,1997,12,20
137,Bachelor's Degree,Bachelor of Business Administration,HR,1989,2,23,1994,7,19
137,Masters's Degree,Master of Business Administration,Finance,1994,8,1,1996,4,23
138,Bachelor's Degree,Bachelor of Engineering,Engineering,2001,8,11,2005,12,9
139,Bachelor's Degree,Bachelor of Arts,Mathematics,2008,1,18,2011,12,17
140,Bachelor's Degree,Bachelor of Business Administration,HR,1985,1,13,1989,5,14
140,Masters's Degree,Master of Business Administration,Finance,1989,8,28,1991,4,13
141,Bachelor's Degree,Bachelor of Engineering,Engineering,2007,8,18,2010,12,14
142,Bachelor's Degree,Bachelor of Business Administration,Finance,2001,8,10,2005,12,11
142,Masters's Degree,Master of Business Administration,Finance,2006,8,10,2008,12,10
143,Bachelor's Degree,Bachelor of Technology,Engineering,1986,8,14,1990,4,16
143,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1990,8,1,1995,4,11
144,Bachelor's Degree,Bachelor of Engineering,Engineering,1988,8,9,1992,4,18
145,Bachelor's Degree,Bachelor of Arts,History,1985,1,19,1989,5,12
145,Masters's Degree,Master of Science,Business Analytics,1989,8,28,1991,4,19
146,Bachelor's Degree,Bachelor of Technology,Engineering,2003,1,8,2007,5,18
147,Bachelor's Degree,Bachelor of Business Administration,Finance,1990,1,7,1994,12,8
148,Bachelor's Degree,Bachelor of Business Administration,Operations,1999,1,6,2003,5,15
148,Masters's Degree,Master of Business Administration,Finance,2003,8,28,2005,5,6
149,Bachelor's Degree,Bachelor of Technology,Engineering,2004,8,18,2008,5,15
150,Bachelor's Degree,Bachelor of Business Administration,HR,1993,1,27,1997,12,11
150,Masters's Degree,Master of Business Administration,Finance,1998,8,23,2000,5,27
151,Bachelor's Degree,Bachelor of Technology,Engineering,1984,8,24,1988,5,20
152,Bachelor's Degree,Bachelor of Business Administration,Marketing,1992,8,13,1997,7,14
152,Masters's Degree,Master of Business Administration,Finance,1997,8,27,1999,12,13
153,Bachelor's Degree,Bachelor of Business Administration,HR,2000,8,1,2003,12,16
153,Masters's Degree,Master of Science,Computer Science,2004,9,11,2006,12,1
154,Bachelor's Degree,Bachelor of Business Administration,Engineering,1997,1,13,2001,12,17
154,Masters's Degree,Master of Business Administration,Operations,2002,8,17,2004,5,13
155,Bachelor's Degree,Bachelor of Arts,Mathematics,1986,1,9,1990,12,18
155,Masters's Degree,Master of Business Administration,HR,1991,1,26,1993,5,9
156,Bachelor's Degree,Bachelor of Arts,Economics,1999,1,7,2003,5,20
156,Masters's Degree,Master of Philosphy,Economics,2003,8,17,2005,5,7
157,Bachelor's Degree,Bachelor of Arts,Mathematics,1987,1,17,1990,12,15
158,Bachelor's Degree,Bachelor of Business Administration,HR,2007,1,17,2010,12,12
158,Masters's Degree,Master of Business Administration,Finance,2011,8,22,2013,5,17
159,Bachelor's Degree,Bachelor of Business Administration,Operations,1995,2,6,1999,5,15
159,Masters's Degree,Master of Science,Business Analytics,1999,8,16,2001,7,6
160,Bachelor's Degree,Bachelor of Technology,Engineering,1997,1,18,2000,12,18
160,Masters's Degree,Master of Science,Managament,2001,8,28,2003,5,18
161,Bachelor's Degree,Bachelor of Business Administration,Operations,2007,8,10,2011,5,20
161,Masters's Degree,Master of Science,Computer Science,2011,8,14,2012,12,10
162,Bachelor's Degree,Bachelor of Science,Biology,2001,8,17,2004,12,11
163,Bachelor's Degree,Bachelor of Technology,Engineering,2005,8,6,2008,12,9
163,Masters's Degree,Master of Science,Data Science,2009,8,17,2011,12,6
164,Bachelor's Degree,Bachelor of Arts,Mathematics,2000,1,3,2004,5,13
165,Bachelor's Degree,Bachelor of Arts,Geography,1987,1,25,1991,12,7
165,Masters's Degree,Master of Business Administration,Finance,1992,8,19,1994,5,25
166,Bachelor's Degree,Bachelor of Technology,Engineering,1989,8,13,1993,12,9
166,Masters's Degree,Master of Science,Data Science,1994,8,1,1996,12,13
167,Bachelor's Degree,Bachelor of Business Administration,HR,1989,2,21,1993,5,7
168,Bachelor's Degree,Bachelor of Business Administration,Operations,1995,8,23,1998,12,10
168,Masters's Degree,Master of Business Administration,Finance,1999,8,10,2001,12,23
168,PhD Degree,PhD,Sociology,2003,1,10,2007,12,10
169,Bachelor's Degree,Bachelor of Technology,Engineering,1991,8,18,1995,5,13
170,Bachelor's Degree,Bachelor of Arts,Economics,1996,2,5,2000,4,9
170,Masters's Degree,Master of Philosphy,Economics,2000,8,6,2001,7,5
171,Bachelor's Degree,Bachelor of Engineering,Engineering,1988,8,17,1991,12,17
171,Masters's Degree,Master of Business Administration,Finance,1992,8,15,1994,12,17
172,Bachelor's Degree,Bachelor of Science,Biology,1983,1,19,1987,5,16
173,Bachelor's Degree,Bachelor of Arts,Geography,2002,1,6,2006,4,20
174,Bachelor's Degree,Bachelor of Arts,Geography,1983,1,24,1986,12,14
174,Masters's Degree,Master of Business Administration,Marketing,1987,8,6,1989,5,24
174,PhD Degree,PhD,Communication,1989,8,6,1993,12,10
175,Bachelor's Degree,Bachelor of Science,Chemistry,2005,1,16,2009,5,12
176,Bachelor's Degree,Bachelor of Science,Chemistry,2001,9,25,2005,5,12
177,Bachelor's Degree,Bachelor of Science,Biology,1994,1,5,1998,12,15
178,Bachelor's Degree,Bachelor of Business Administration,Marketing,2000,8,6,2004,5,17
179,Bachelor's Degree,Bachelor of Arts,Geography,2005,8,17,2009,4,20
180,Bachelor's Degree,Bachelor of Arts,Mathematics,2005,1,24,2009,12,12
180,PhD Degree,Doctor of Philosophy PhD,English Language Studies,2010,8,3,2013,12,12
181,Bachelor's Degree,Bachelor of Technology,Engineering,1994,2,16,1998,12,14
181,PhD Degree,PhD,Management Studies,1999,9,2,2002,12,20
182,Bachelor's Degree,Bachelor of Arts,Geography,1997,9,16,2001,12,19
183,Bachelor's Degree,Bachelor of Business Administration,Finance,1986,5,28,1990,5,17
184,Bachelor's Degree,Bachelor of Business Administration,HR,2000,1,6,2004,4,19
184,Masters's Degree,Master of Science,Physics,2004,8,2,2005,12,6
184,PhD Degree,Doctor of Business Administration,Business management,2006,8,2,2010,4,17
185,Bachelor's Degree,Bachelor of Arts,Geography,1994,2,3,1998,4,15
186,Bachelor's Degree,Bachelor of Arts,Economics,2003,8,11,2007,5,15
186,PhD Degree,PhD,Management Studies,2007,8,17,2012,5,12
187,Bachelor's Degree,Bachelor of Arts,Economics,2009,2,15,2014,7,19
188,Bachelor's Degree,Bachelor of Arts,Geography,1998,1,26,2002,5,16
189,Bachelor's Degree,Bachelor of Business Administration,HR,1995,8,17,2000,7,20
189,Masters's Degree,Master of Business Administration,Finance,2000,8,15,2003,12,17
190,Bachelor's Degree,Bachelor of Arts,Commerce,1996,1,3,2000,12,9
191,Bachelor's Degree,Bachelor of Science,Chemistry,1987,1,5,1991,12,9
192,Bachelor's Degree,Bachelor of Business Administration,Engineering,1997,9,13,2000,12,16
193,Bachelor's Degree,Bachelor of Business Administration,Finance,1992,2,8,1997,7,13
193,PhD Degree,PhD,Communication,1998,1,26,2004,7,10
194,Bachelor's Degree,Bachelor of Science,Physics,2004,1,1,2008,5,20
194,Masters's Degree,Master of Science,Computer Science,2008,8,5,2010,5,1
195,Bachelor's Degree,Bachelor of Engineering,Engineering,1994,2,28,1998,5,10
196,Bachelor's Degree,Bachelor of Arts,Geography,2001,1,15,2004,12,9
196,Masters's Degree,Master of Science,Business Analytics,2005,8,10,2007,12,15
196,PhD Degree,PhD,Management Studies,2008,2,10,2012,12,14
197,Bachelor's Degree,Bachelor of Business Administration,Finance,1986,1,26,1990,5,13
198,Bachelor's Degree,Bachelor of Science,Biology,1986,8,17,1990,12,16
198,PhD Degree,Doctor of Philosophy PhD,Comparative Literature,1991,1,4,1994,12,10
199,Bachelor's Degree,Bachelor of Engineering,Engineering,1987,8,25,1990,12,16
199,Masters's Degree,Master of Science,Business Analytics,1991,9,9,1993,12,25
200,Bachelor's Degree,Bachelor of Business Administration,Engineering,1986,8,21,1989,12,14
200,Masters's Degree,Master of Science,Business Analytics,1990,8,12,1992,12,21
201,Bachelor's Degree,Bachelor of Business Administration,Marketing,2006,9,13,2010,4,17
202,Bachelor's Degree,Bachelor of Arts,Commerce,1991,9,8,1995,5,8
202,Masters's Degree,Master of Philosphy,Economics,1995,8,18,1997,12,8
202,PhD Degree,Doctor of Philosophy PhD,English Language Studies,1998,1,18,2001,5,9
203,Bachelor's Degree,Bachelor of Arts,Geography,1993,8,26,1999,7,18
204,Bachelor's Degree,Bachelor of Engineering,Engineering,1983,1,16,1986,12,11
205,Bachelor's Degree,Bachelor of Business Administration,Finance,1995,8,22,1998,12,17
206,Bachelor's Degree,Bachelor of Technology,Engineering,1988,2,2,1992,12,20
207,Bachelor's Degree,Bachelor of Business Administration,HR,1990,1,18,1994,12,10
208,Bachelor's Degree,Bachelor of Arts,Economics,1982,8,6,1985,12,11
209,Bachelor's Degree,Bachelor of Arts,Mathematics,2004,1,5,2008,5,11
210,Bachelor's Degree,Bachelor of Technology,Engineering,1986,1,25,1991,7,7
210,Masters's Degree,Master of Science,Physics,1991,8,13,1995,5,25
211,Bachelor's Degree,Bachelor of Technology,Engineering,1992,8,4,1995,12,18
211,Masters's Degree,Master of Science,Computer Science,1996,9,9,1998,12,4
211,PhD Degree,PhD,Sociology,1999,2,9,2001,12,10
212,Bachelor's Degree,Bachelor of Business Administration,Finance,1990,8,13,1994,4,8
212,Masters's Degree,Master of Science,Business Analytics,1994,8,25,1995,12,13
213,Bachelor's Degree,Bachelor of Arts,Geography,1988,8,20,1992,4,15
214,Bachelor's Degree,Bachelor of Business Administration,HR,1996,2,9,2000,12,19
215,Bachelor's Degree,Bachelor of Technology,Engineering,1992,1,9,1995,12,17
215,Masters's Degree,Master of Business Administration,Finance,1996,8,3,1998,12,9
215,PhD Degree,Doctor of Philosophy PhD,Philosophy,2000,1,3,2004,12,8
216,Bachelor's Degree,Bachelor of Science,Biology,2006,8,27,2009,12,7
217,Bachelor's Degree,Bachelor of Business Administration,HR,1986,2,18,1992,7,20
218,Bachelor's Degree,Bachelor of Technology,Engineering,2006,8,28,2009,12,7
218,PhD Degree,PhD,Sociology,2010,8,22,2013,12,8
219,Bachelor's Degree,Bachelor of Business Administration,Finance,2003,8,15,2007,12,19
219,Masters's Degree,Master of Science,Computer Science,2008,1,18,2010,12,15
219,PhD Degree,Doctor of Business Administration,HR,2012,9,18,2016,12,16
220,Bachelor's Degree,Bachelor of Technology,Engineering,2000,1,18,2004,12,7
221,Bachelor's Degree,Bachelor of Science,Physics,2007,1,17,2012,7,9
