id,year,month,Rating,exp_yr_count,Manager ID
39,2017,3,4.28,8,114
39,2018,3,2.24,9,115
39,2019,3,2.68,10,109
40,2011,3,4.44,1,119
40,2012,3,2.64,2,117
40,2013,3,3.75,3,120
40,2014,3,3.58,4,106
40,2015,3,4.29,5,108
40,2016,3,3.98,6,111
40,2017,3,3.59,7,116
40,2018,3,4.25,8,120
40,2019,3,4.84,9,112
41,2011,3,3.75,1,114
41,2012,3,3.94,2,113
41,2013,3,4.1,3,107
41,2014,3,3.82,4,102
41,2015,3,4.93,5,101
41,2016,3,2.8,6,103
41,2017,3,3.35,7,106
41,2018,3,3.38,8,120
41,2019,3,4.57,9,118
42,2015,3,3.38,1,112
42,2016,3,3.78,2,115
42,2017,3,3.58,3,119
42,2018,3,2.7,4,122
42,2019,3,3.66,5,101
43,2006,3,3.02,1,117
43,2007,3,3.31,2,102
43,2008,3,4.04,3,108
43,2009,3,3.74,4,115
43,2010,3,4.14,5,110
43,2011,3,4.24,6,113
43,2012,3,3.87,7,122
43,2013,3,4.32,8,109
43,2014,3,3.31,9,117
43,2015,3,4.05,10,113
43,2016,3,3.96,11,123
43,2017,3,3.43,12,113
43,2018,3,3.02,13,118
43,2019,3,4.11,14,119
44,2005,3,4.14,1,105
44,2006,3,3.76,2,103
44,2007,3,3.16,3,116
44,2008,3,3.29,4,122
44,2009,3,3.83,5,121
44,2010,3,4.25,6,123
44,2011,3,4.2,7,109
44,2012,3,3.8,8,120
44,2013,3,4,9,108
44,2014,3,3.52,10,112
44,2015,3,3.7,11,119
44,2016,3,4.02,12,122
44,2017,3,4.35,13,117
44,2018,3,3.41,14,124
44,2019,3,3.87,15,107
45,2012,3,4.64,1,124
45,2013,3,4.73,2,105
45,2014,3,3.48,3,124
45,2015,3,4,4,106
45,2016,3,3.61,5,120
45,2017,3,4.04,6,118
45,2018,3,3.56,7,103
45,2019,3,4.38,8,116
46,2016,3,4.17,1,121
46,2017,3,4,2,101
46,2018,3,4.66,3,109
46,2019,3,3.62,4,102
47,2013,3,3.58,1,123
47,2014,3,3.46,2,116
47,2015,3,3.51,3,105
47,2016,3,4.19,4,117
47,2017,3,4.47,5,110
47,2018,3,4.27,6,106
47,2019,3,3.21,7,101
48,2006,3,4.3,1,105
48,2007,3,4.24,2,118
48,2008,3,3.29,3,101
48,2009,3,3.64,4,116
48,2010,3,3.49,5,113
48,2011,3,3.81,6,103
48,2012,3,4.07,7,124
48,2013,3,4.45,8,102
48,2014,3,3.41,9,115
48,2015,3,4.14,10,123
48,2016,3,4.08,11,107
48,2017,3,3.86,12,116
48,2018,3,4.52,13,109
48,2019,3,3.48,14,116
49,2011,3,4.23,1,111
49,2012,3,4.44,2,111
49,2013,3,4.6,3,109
49,2014,3,4.35,4,114
49,2015,3,3.95,5,117
49,2016,3,3.83,6,117
49,2017,3,3.52,7,115
49,2018,3,3.61,8,113
49,2019,3,3.48,9,110
50,2012,3,2.72,1,113
50,2013,3,3.38,2,117
50,2014,3,3.88,3,114
50,2015,3,3.67,4,110
50,2016,3,3.61,5,119
50,2017,3,3.45,6,118
50,2018,3,4.27,7,118
50,2019,3,3.19,8,116
51,2011,3,4.3,1,104
51,2012,3,4.33,2,105
51,2013,3,3.21,3,120
51,2014,3,3.53,4,124
51,2015,3,4.41,5,106
51,2016,3,3.52,6,105
51,2017,3,3.68,7,123
51,2018,3,3.71,8,107
51,2019,3,4.2,9,114
52,2008,3,3.87,1,122
52,2009,3,3.78,2,124
52,2010,3,3.6,3,116
52,2011,3,4.48,4,103
52,2012,3,3.83,5,106
52,2013,3,4.31,6,105
52,2014,3,3.81,7,113
52,2015,3,3.72,8,121
52,2016,3,3.18,9,120
52,2017,3,3.76,10,117
52,2018,3,3.98,11,121
52,2019,3,3.85,12,121
53,2012,3,3.88,1,122
53,2013,3,3.13,2,123
53,2014,3,3.87,3,110
53,2015,3,4.05,4,107
53,2016,3,4.31,5,116
53,2017,3,4.23,6,117
53,2018,3,3.46,7,103
53,2019,3,3.9,8,123
54,2016,3,4.18,1,108
54,2017,3,3.42,2,111
54,2018,3,4.14,3,101
54,2019,3,4.23,4,106
55,2011,3,4.02,1,105
55,2012,3,3.75,2,122
55,2013,3,3.61,3,112
55,2014,3,4.14,4,123
55,2015,3,4.02,5,123
55,2016,3,4.14,6,102
55,2017,3,3.36,7,123
55,2018,3,4.57,8,110
55,2019,3,3.6,9,102
56,2014,3,4.04,1,105
56,2015,3,3.55,2,106
56,2016,3,3.99,3,108
56,2017,3,3.19,4,123
56,2018,3,2.35,5,120
56,2019,3,3.81,6,102
57,2011,3,3.96,1,116
57,2012,3,3.79,2,114
57,2013,3,4.22,3,123
57,2014,3,2.76,4,121
57,2015,3,3.89,5,121
57,2016,3,5,6,120
57,2017,3,3.35,7,108
57,2018,3,4.78,8,107
57,2019,3,3.73,9,120
58,2008,3,3.88,1,107
58,2009,3,2.98,2,101
58,2010,3,3.68,3,121
58,2011,3,4.14,4,123
58,2012,3,3.92,5,116
58,2013,3,3.15,6,123
58,2014,3,4.86,7,114
58,2015,3,4.33,8,124
58,2016,3,2.93,9,116
58,2017,3,3.28,10,110
58,2018,3,3.24,11,105
58,2019,3,3.49,12,113
59,2009,3,3.82,1,111
59,2010,3,3.04,2,102
59,2011,3,3.48,3,116
59,2012,3,3.42,4,121
59,2013,3,2.88,5,118
59,2014,3,4.38,6,114
59,2015,3,4.1,7,114
59,2016,3,3.81,8,120
59,2017,3,3.76,9,105
59,2018,3,3.91,10,104
59,2019,3,4.57,11,118
60,2010,3,3.92,1,106
60,2011,3,3.75,2,103
60,2012,3,3.64,3,124
60,2013,3,2.96,4,113
60,2014,3,3.38,5,114
60,2015,3,3.29,6,113
60,2016,3,4.63,7,116
60,2017,3,4.03,8,120
60,2018,3,3.19,9,109
60,2019,3,3.83,10,121
61,2010,3,3.42,1,124
61,2011,3,4.42,2,119
61,2012,3,4.19,3,113
61,2013,3,3.91,4,118
61,2014,3,3.57,5,104
61,2015,3,4.01,6,118
61,2016,3,3.51,7,120
61,2017,3,3.6,8,119
61,2018,3,3.33,9,122
61,2019,3,3.33,10,117
62,2013,3,4.03,1,123
62,2014,3,4.07,2,119
62,2015,3,3.78,3,114
62,2016,3,4.13,4,106
62,2017,3,3.55,5,108
62,2018,3,3.84,6,115
62,2019,3,4.59,7,124
63,2010,3,3.84,1,119
63,2011,3,3.77,2,107
63,2012,3,4.59,3,111
63,2013,3,3.36,4,116
63,2014,3,4.2,5,109
63,2015,3,3.26,6,123
63,2016,3,4.04,7,106
63,2017,3,3.21,8,119
63,2018,3,3.48,9,107
63,2019,3,3.57,10,108
64,2011,3,3.67,1,106
64,2012,3,4.07,2,101
64,2013,3,3.44,3,108
64,2014,3,4.33,4,119
64,2015,3,3.67,5,120
64,2016,3,2.84,6,109
64,2017,3,3.38,7,103
64,2018,3,3.56,8,121
64,2019,3,2.95,9,102
65,2014,3,4.57,1,106
65,2015,3,3.87,2,114
65,2016,3,3.77,3,113
65,2017,3,3.9,4,116
65,2018,3,4.59,5,118
65,2019,3,3.79,6,104
66,2012,3,4.28,1,111
66,2013,3,3.72,2,105
66,2014,3,4.18,3,101
66,2015,3,3.57,4,110
66,2016,3,4.2,5,111
66,2017,3,3.29,6,114
66,2018,3,3.27,7,113
66,2019,3,2.9,8,122
67,2015,3,4.17,1,111
67,2016,3,3.78,2,106
67,2017,3,3.46,3,116
67,2018,3,3.26,4,107
67,2019,3,3.89,5,109
68,2011,3,3.3,1,122
68,2012,3,3.3,2,116
68,2013,3,3.91,3,109
68,2014,3,3.42,4,118
68,2015,3,3.73,5,118
68,2016,3,3.33,6,119
68,2017,3,3.94,7,104
68,2018,3,3.25,8,102
68,2019,3,4.53,9,109
69,2013,3,3.21,1,109
69,2014,3,4.51,2,123
69,2015,3,3.53,3,119
69,2016,3,3.99,4,121
69,2017,3,3.8,5,108
69,2018,3,3.87,6,116
69,2019,3,3.89,7,115
70,2010,3,4.06,1,122
70,2011,3,3.91,2,122
70,2012,3,3.95,3,108
70,2013,3,3.72,4,118
70,2014,3,2.91,5,116
70,2015,3,4.02,6,123
70,2016,3,4.56,7,103
70,2017,3,3.46,8,114
70,2018,3,3.2,9,107
70,2019,3,2.79,10,113
71,2012,3,2.9,1,112
71,2013,3,4.17,2,111
71,2014,3,4.51,3,111
71,2015,3,3.57,4,114
71,2016,3,3.7,5,121
71,2017,3,4.04,6,122
71,2018,3,3.53,7,109
71,2019,3,3.59,8,117
72,2016,3,3.98,1,124
72,2017,3,3.37,2,119
72,2018,3,3.44,3,112
72,2019,3,3.4,4,116
73,2008,3,3.43,1,120
73,2009,3,3.64,2,119
73,2010,3,4.03,3,121
73,2011,3,4.23,4,113
73,2012,3,4.06,5,103
73,2013,3,2.71,6,117
73,2014,3,3.27,7,101
73,2015,3,3.79,8,118
73,2016,3,4.82,9,105
73,2017,3,3.77,10,113
73,2018,3,4.13,11,118
73,2019,3,3.24,12,101
74,2010,3,3.82,1,116
74,2011,3,3.96,2,102
74,2012,3,4.18,3,117
74,2013,3,4.03,4,105
74,2014,3,3.12,5,122
74,2015,3,3.15,6,121
74,2016,3,3.59,7,118
74,2017,3,3.35,8,115
74,2018,3,4.3,9,105
74,2019,3,3.94,10,123
75,2006,3,4.15,1,118
75,2007,3,4.62,2,102
75,2008,3,3.48,3,109
75,2009,3,3.1,4,118
75,2010,3,3.8,5,112
75,2011,3,4.51,6,119
75,2012,3,4.14,7,116
75,2013,3,3.36,8,124
75,2014,3,3.73,9,115
75,2015,3,3.26,10,107
75,2016,3,3.73,11,102
75,2017,3,3.33,12,104
75,2018,3,3.44,13,109
75,2019,3,3.72,14,114
76,2010,3,3.1,1,102
76,2011,3,3.64,2,108
76,2012,3,4.17,3,124
76,2013,3,3.87,4,117
76,2014,3,2.83,5,120
76,2015,3,4.28,6,105
76,2016,3,4.48,7,101
76,2017,3,3.74,8,115
76,2018,3,3.68,9,117
76,2019,3,4.06,10,117
77,2006,3,3.27,1,119
77,2007,3,4.45,2,117
77,2008,3,3.7,3,114
77,2009,3,4.28,4,107
77,2010,3,3.77,5,112
77,2011,3,4.66,6,103
77,2012,3,3.44,7,120
77,2013,3,3.91,8,120
77,2014,3,4.14,9,122
77,2015,3,3.75,10,121
77,2016,3,3.87,11,116
77,2017,3,3.89,12,108
77,2018,3,3.55,13,103
77,2019,3,2.91,14,122
78,2008,3,3.72,1,107
78,2009,3,3.51,2,121
78,2010,3,4.21,3,112
78,2011,3,3.94,4,116
78,2012,3,4.05,5,114
78,2013,3,3.52,6,119
78,2014,3,2.73,7,118
78,2015,3,4.16,8,106
78,2016,3,3.36,9,118
78,2017,3,3.33,10,116
78,2018,3,3.05,11,109
78,2019,3,4.17,12,103
79,2016,3,3.63,1,103
79,2017,3,3.66,2,122
79,2018,3,3.2,3,101
79,2019,3,3.59,4,106
80,2007,3,4.37,1,121
80,2008,3,3.91,2,113
80,2009,3,4.88,3,104
80,2010,3,4.39,4,102
80,2011,3,3.53,5,118
80,2012,3,3.7,6,117
80,2013,3,3.55,7,116
80,2014,3,3.83,8,111
80,2015,3,3.61,9,108
80,2016,3,3.5,10,107
80,2017,3,3.53,11,114
80,2018,3,3.83,12,107
80,2019,3,3.38,13,105
81,2015,3,3.67,1,121
81,2016,3,3.76,2,102
81,2017,3,3.49,3,119
81,2018,3,4.25,4,109
81,2019,3,4.06,5,109
82,2009,3,4.1,1,123
82,2010,3,3.94,2,107
82,2011,3,3.96,3,108
82,2012,3,3.18,4,118
82,2013,3,3.23,5,102
82,2014,3,3.59,6,107
82,2015,3,3.04,7,101
82,2016,3,4.71,8,102
82,2017,3,4.22,9,103
82,2018,3,4.52,10,102
82,2019,3,3.34,11,109
83,2013,3,4.08,1,110
83,2014,3,3.26,2,121
83,2015,3,2.51,3,122
83,2016,3,3.33,4,105
83,2017,3,2.91,5,101
83,2018,3,3.41,6,102
83,2019,3,3.98,7,101
84,2010,3,2.96,1,108
84,2011,3,4.46,2,102
84,2012,3,3.64,3,102
84,2013,3,3.34,4,116
84,2014,3,3.81,5,108
84,2015,3,3.72,6,118
84,2016,3,3.43,7,108
84,2017,3,3.68,8,120
84,2018,3,4.66,9,120
84,2019,3,3.86,10,102
85,2005,3,3.32,1,123
85,2006,3,3.48,2,104
85,2007,3,4.17,3,124
85,2008,3,3.75,4,116
85,2009,3,4.42,5,105
85,2010,3,4.14,6,114
85,2011,3,3.98,7,114
85,2012,3,3.22,8,110
85,2013,3,4.14,9,107
85,2014,3,4.34,10,110
85,2015,3,3.12,11,108
85,2016,3,3.98,12,121
85,2017,3,3.88,13,106
85,2018,3,4.01,14,115
85,2019,3,3.67,15,108
86,2012,3,4.02,1,101
86,2013,3,4.53,2,112
86,2014,3,4.14,3,117
86,2015,3,3.18,4,115
86,2016,3,4.21,5,124
86,2017,3,3.79,6,118
86,2018,3,3,7,112
86,2019,3,3.57,8,104
87,2006,3,3.86,1,119
87,2007,3,3.38,2,120
87,2008,3,4.08,3,118
87,2009,3,4.51,4,108
87,2010,3,3.95,5,124
87,2011,3,3.46,6,122
87,2012,3,3.37,7,108
87,2013,3,3.1,8,102
87,2014,3,4.34,9,106
87,2015,3,4.46,10,111
87,2016,3,3.99,11,118
87,2017,3,3.56,12,111
87,2018,3,3.89,13,120
87,2019,3,3.94,14,113
88,2010,3,3.03,1,116
88,2011,3,3.86,2,123
88,2012,3,4.16,3,122
88,2013,3,2.77,4,117
88,2014,3,4.22,5,106
88,2015,3,3.29,6,104
88,2016,3,3.94,7,117
88,2017,3,4.4,8,112
88,2018,3,3.84,9,101
88,2019,3,3.36,10,112
89,2009,3,3.38,1,111
89,2010,3,3.5,2,110
89,2011,3,3.32,3,111
89,2012,3,3.33,4,124
89,2013,3,4.21,5,101
89,2014,3,4.11,6,106
89,2015,3,3.61,7,105
89,2016,3,3.82,8,120
89,2017,3,4.22,9,124
89,2018,3,3.31,10,110
89,2019,3,3.44,11,117
90,2008,3,4.02,1,112
90,2009,3,3.76,2,114
90,2010,3,4.09,3,123
90,2011,3,3.27,4,116
90,2012,3,3.39,5,103
90,2013,3,4.06,6,114
90,2014,3,3.66,7,113
90,2015,3,3.76,8,108
90,2016,3,3.74,9,114
90,2017,3,3.63,10,113
90,2018,3,3.29,11,110
90,2019,3,4.13,12,110
91,2006,3,3.17,1,112
91,2007,3,3.24,2,122
91,2008,3,4.15,3,113
91,2009,3,3.29,4,114
91,2010,3,4.53,5,119
91,2011,3,4.27,6,124
91,2012,3,3.44,7,113
91,2013,3,3.47,8,114
91,2014,3,3.51,9,118
91,2015,3,3.93,10,122
91,2016,3,4.66,11,111
91,2017,3,3.88,12,108
91,2018,3,3.48,13,113
91,2019,3,3.83,14,101
92,2013,3,3.5,1,111
92,2014,3,3.67,2,103
92,2015,3,3.74,3,117
92,2016,3,3.92,4,121
92,2017,3,4.03,5,118
92,2018,3,3.78,6,124
92,2019,3,4.42,7,120
93,2012,3,3.95,1,112
93,2013,3,3.87,2,106
93,2014,3,4.14,3,110
93,2015,3,4.24,4,102
93,2016,3,3.22,5,120
93,2017,3,3.87,6,105
93,2018,3,4.36,7,116
93,2019,3,3.46,8,116
94,2013,3,4.38,1,110
94,2014,3,3.82,2,122
94,2015,3,4.12,3,106
94,2016,3,3.64,4,103
94,2017,3,4.26,5,115
94,2018,3,3.26,6,103
94,2019,3,3.66,7,104
95,2011,3,3.36,1,116
95,2012,3,4.84,2,102
95,2013,3,3.33,3,115
95,2014,3,3.03,4,108
95,2015,3,3.66,5,117
95,2016,3,3.61,6,106
95,2017,3,2.33,7,113
95,2018,3,4.1,8,103
95,2019,3,3.49,9,110
96,2011,3,3.15,1,108
96,2012,3,3.12,2,122
96,2013,3,3.86,3,116
96,2014,3,3.28,4,122
96,2015,3,3.21,5,105
96,2016,3,2.64,6,102
96,2017,3,3.76,7,113
96,2018,3,3.98,8,103
96,2019,3,3.04,9,115
97,2010,3,3.35,1,111
97,2011,3,3.07,2,124
97,2012,3,3.49,3,124
97,2013,3,4.07,4,112
97,2014,3,3.44,5,118
97,2015,3,4.37,6,110
97,2016,3,3.92,7,101
97,2017,3,4.31,8,124
97,2018,3,3.18,9,119
97,2019,3,3.63,10,116
98,2015,3,3.14,1,110
98,2016,3,2.92,2,106
98,2017,3,3.99,3,114
98,2018,3,3.41,4,116
98,2019,3,3.72,5,111
99,2011,3,3.41,1,106
99,2012,3,4.25,2,114
99,2013,3,3.73,3,113
99,2014,3,3.08,4,111
99,2015,3,3.97,5,102
99,2016,3,3.48,6,117
99,2017,3,4.7,7,115
99,2018,3,3.7,8,122
99,2019,3,3.44,9,111
100,2014,3,2.77,1,112
100,2015,3,3.77,2,105
100,2016,3,4.5,3,111
100,2017,3,3.67,4,107
100,2018,3,2.75,5,123
100,2019,3,4.13,6,122
101,2011,3,4.23,1,102
101,2012,3,3.98,2,123
101,2013,3,3.32,3,112
101,2014,3,4.57,4,124
101,2015,3,4.12,5,106
101,2016,3,4.95,6,119
101,2017,3,4.38,7,123
101,2018,3,3.22,8,116
101,2019,3,4.08,9,121
102,2013,3,3.88,1,122
102,2014,3,3.35,2,111
102,2015,3,4.31,3,103
102,2016,3,2.58,4,108
102,2017,3,4.37,5,116
102,2018,3,3.94,6,106
102,2019,3,3.72,7,117
103,2008,3,2.66,1,109
103,2009,3,3.3,2,103
103,2010,3,3.59,3,119
103,2011,3,2.96,4,119
103,2012,3,4.44,5,103
103,2013,3,3.9,6,103
103,2014,3,4.41,7,108
103,2015,3,3.6,8,117
103,2016,3,4.15,9,120
103,2017,3,3.3,10,102
103,2018,3,3.17,11,110
103,2019,3,3.17,12,120
104,2013,3,3.5,1,108
104,2014,3,2.78,2,103
104,2015,3,3.71,3,120
104,2016,3,4.06,4,107
104,2017,3,4,5,114
104,2018,3,3.87,6,102
104,2019,3,3.24,7,102
105,2010,3,3.92,1,118
105,2011,3,4.4,2,115
105,2012,3,3.96,3,102
105,2013,3,3.21,4,107
105,2014,3,4.29,5,119
105,2015,3,3.74,6,103
105,2016,3,3.86,7,105
105,2017,3,3.47,8,117
105,2018,3,4.38,9,113
105,2019,3,2.71,10,103
106,2015,3,3.33,1,124
106,2016,3,4.22,2,119
106,2017,3,4.17,3,103
106,2018,3,4.18,4,108
106,2019,3,3.9,5,109
107,2012,3,3.82,1,110
107,2013,3,3.01,2,121
107,2014,3,4.66,3,108
107,2015,3,3.69,4,106
107,2016,3,3.74,5,107
107,2017,3,3.4,6,122
107,2018,3,3.21,7,122
107,2019,3,3.56,8,101
108,2011,3,3.75,1,104
108,2012,3,3.73,2,101
108,2013,3,4.64,3,117
108,2014,3,3.07,4,124
