id,p_start,exp_yr_count,job_title,department,grade,salary
16,2016,1,Sr Backend Engineer,IT Department,7,121300
16,2017,2,Sr Backend Engineer,IT Department,7,125334
16,2018,3,Sr Backend Engineer,IT Department,7,127354
16,2019,4,Sr Backend Engineer,IT Department,7,129376
17,2011,1,Associate Data Analyst,Analytics Department,4,65867
17,2012,2,Associate Data Analyst,Analytics Department,4,69891
17,2013,3,Associate Data Analyst,Analytics Department,4,71906
17,2014,4,Associate Data Analyst,Analytics Department,4,73923
17,2015,5,Associate Data Analyst,Analytics Department,4,75942
17,2016,6,Associate Data Analyst,Analytics Department,4,77963
17,2017,7,Data Analyst,Analytics Department,5,88484
17,2018,8,Data Analyst,Analytics Department,5,104628
17,2019,9,Data Analyst,Analytics Department,5,106655
18,2009,1,Associate Frontend Engineer,IT Department,4,55409
18,2010,2,Associate Frontend Engineer,IT Department,4,59429
18,2011,3,Associate Frontend Engineer,IT Department,4,61442
18,2012,4,Associate Frontend Engineer,IT Department,4,63457
18,2013,5,Associate Frontend Engineer,IT Department,4,65474
18,2014,6,Associate Frontend Engineer,IT Department,4,67493
18,2015,7,Frontend Engineer,IT Department,5,71062
18,2016,8,Frontend Engineer,IT Department,5,87190
18,2017,9,Frontend Engineer,IT Department,5,89215
18,2018,10,Frontend Engineer,IT Department,5,91242
18,2019,11,Frontend Engineer,IT Department,5,93271
19,2014,1,Backend Engineer,IT Department,5,71728
19,2015,2,Backend Engineer,IT Department,5,75758
19,2016,3,Backend Engineer,IT Department,5,77776
19,2017,4,Backend Engineer,IT Department,5,79796
19,2018,5,Backend Engineer,IT Department,5,81818
19,2019,6,Backend Engineer,IT Department,5,83842
20,2011,1,Sr Backend Engineer,IT Department,7,121400
20,2012,2,Sr Backend Engineer,IT Department,7,125424
20,2013,3,Sr Backend Engineer,IT Department,7,127439
20,2014,4,Sr Backend Engineer,IT Department,7,129456
20,2015,5,Sr Backend Engineer,IT Department,7,131475
20,2016,6,Sr Backend Engineer,IT Department,7,133496
20,2017,7,Team Lead,IT Department,8,170079
20,2018,8,Team Lead,IT Department,8,186223
20,2019,9,Team Lead,IT Department,8,188250
21,2010,1,Frontend Engineer II,IT Department,6,95781
21,2011,2,Frontend Engineer II,IT Department,6,99803
21,2012,3,Frontend Engineer II,IT Department,6,101817
21,2013,4,Frontend Engineer II,IT Department,6,103833
21,2014,5,Frontend Engineer II,IT Department,6,105851
21,2015,6,Frontend Engineer II,IT Department,6,107871
21,2016,7,Sr Frontend Engineer,IT Department,7,119657
21,2017,8,Sr Frontend Engineer,IT Department,7,135793
21,2018,9,Sr Frontend Engineer,IT Department,7,137819
21,2019,10,Sr Frontend Engineer,IT Department,7,139847
22,2015,1,Data Analyst II,Analytics Department,6,115837
22,2016,2,Data Analyst II,Analytics Department,6,119869
22,2017,3,Data Analyst II,Analytics Department,6,121888
22,2018,4,Data Analyst II,Analytics Department,6,123909
22,2019,5,Data Analyst II,Analytics Department,6,125932
23,2016,1,Sr Backend Engineer,IT Department,7,121475
23,2017,2,Sr Backend Engineer,IT Department,7,125509
23,2018,3,Sr Backend Engineer,IT Department,7,127529
23,2019,4,Sr Backend Engineer,IT Department,7,129551
24,2016,1,Data Analyst II,Analytics Department,6,115877
24,2017,2,Data Analyst II,Analytics Department,6,119911
24,2018,3,Data Analyst II,Analytics Department,6,121931
24,2019,4,Data Analyst II,Analytics Department,6,123953
25,2012,1,Associate Frontend Engineer,IT Department,4,55234
25,2013,2,Associate Frontend Engineer,IT Department,4,59260
25,2014,3,Associate Frontend Engineer,IT Department,4,61276
25,2015,4,Associate Frontend Engineer,IT Department,4,63294
25,2016,5,Associate Frontend Engineer,IT Department,4,65314
25,2017,6,Associate Frontend Engineer,IT Department,4,67336
25,2018,7,Frontend Engineer,IT Department,5,70887
25,2019,8,Frontend Engineer,IT Department,5,87039
26,2012,1,Associate Data Analyst,Analytics Department,4,66052
26,2013,2,Associate Data Analyst,Analytics Department,4,70078
26,2014,3,Associate Data Analyst,Analytics Department,4,72094
26,2015,4,Associate Data Analyst,Analytics Department,4,74112
26,2016,5,Associate Data Analyst,Analytics Department,4,76132
26,2017,6,Associate Data Analyst,Analytics Department,4,78154
26,2018,7,Data Analyst,Analytics Department,5,88664
26,2019,8,Data Analyst,Analytics Department,5,104816
27,2011,1,Backend Engineer,IT Department,5,71928
27,2012,2,Backend Engineer,IT Department,5,75952
27,2013,3,Backend Engineer,IT Department,5,77967
27,2014,4,Backend Engineer,IT Department,5,79984
27,2015,5,Backend Engineer,IT Department,5,82003
27,2016,6,Backend Engineer,IT Department,5,84024
27,2017,7,Backend Engineer II,IT Department,6,91710
27,2018,8,Backend Engineer II,IT Department,6,107854
27,2019,9,Backend Engineer II,IT Department,6,109881
28,2015,1,Frontend Engineer II,IT Department,6,95606
28,2016,2,Frontend Engineer II,IT Department,6,99638
28,2017,3,Frontend Engineer II,IT Department,6,101657
28,2018,4,Frontend Engineer II,IT Department,6,103678
28,2019,5,Frontend Engineer II,IT Department,6,105701
29,2011,1,Associate Data Analyst,Analytics Department,4,66107
29,2012,2,Associate Data Analyst,Analytics Department,4,70131
29,2013,3,Associate Data Analyst,Analytics Department,4,72146
29,2014,4,Associate Data Analyst,Analytics Department,4,74163
29,2015,5,Associate Data Analyst,Analytics Department,4,76182
29,2016,6,Associate Data Analyst,Analytics Department,4,78203
29,2017,7,Data Analyst,Analytics Department,5,88724
29,2018,8,Data Analyst,Analytics Department,5,104868
29,2019,9,Data Analyst,Analytics Department,5,106895
30,2009,1,Backend Engineer,IT Department,5,72003
30,2010,2,Backend Engineer,IT Department,5,76023
30,2011,3,Backend Engineer,IT Department,5,78036
30,2012,4,Backend Engineer,IT Department,5,80051
30,2013,5,Backend Engineer,IT Department,5,82068
30,2014,6,Backend Engineer,IT Department,5,84087
30,2015,7,Backend Engineer II,IT Department,6,91785
30,2016,8,Backend Engineer II,IT Department,6,107913
30,2017,9,Backend Engineer II,IT Department,6,109938
30,2018,10,Backend Engineer II,IT Department,6,111965
30,2019,11,Backend Engineer II,IT Department,6,113994
31,2014,1,Backend Engineer,IT Department,5,72028
31,2015,2,Backend Engineer,IT Department,5,76058
31,2016,3,Backend Engineer,IT Department,5,78076
31,2017,4,Backend Engineer,IT Department,5,80096
31,2018,5,Backend Engineer,IT Department,5,82118
31,2019,6,Backend Engineer,IT Department,5,84142
32,2009,1,Backend Engineer II,IT Department,6,91835
32,2010,2,Backend Engineer II,IT Department,6,95855
32,2011,3,Backend Engineer II,IT Department,6,97868
32,2012,4,Backend Engineer II,IT Department,6,99883
32,2013,5,Backend Engineer II,IT Department,6,101900
32,2014,6,Backend Engineer II,IT Department,6,103919
32,2015,7,Sr Backend Engineer,IT Department,7,121700
32,2016,8,Sr Backend Engineer,IT Department,7,137828
32,2017,9,Sr Backend Engineer,IT Department,7,139853
32,2018,10,Sr Backend Engineer,IT Department,7,141880
32,2019,11,Sr Backend Engineer,IT Department,7,143909
33,2008,1,Associate Frontend Engineer,IT Department,4,55034
33,2009,2,Associate Frontend Engineer,IT Department,4,59052
33,2010,3,Associate Frontend Engineer,IT Department,4,61064
33,2011,4,Associate Frontend Engineer,IT Department,4,63078
33,2012,5,Associate Frontend Engineer,IT Department,4,65094
33,2013,6,Associate Frontend Engineer,IT Department,4,67112
33,2014,7,Frontend Engineer,IT Department,5,70687
33,2015,8,Frontend Engineer,IT Department,5,86807
33,2016,9,Frontend Engineer,IT Department,5,88831
33,2017,10,Frontend Engineer,IT Department,5,90857
33,2018,11,Frontend Engineer,IT Department,5,92885
33,2019,12,Frontend Engineer II,IT Department,6,95481
34,2011,1,Backend Engineer,IT Department,5,72103
34,2012,2,Backend Engineer,IT Department,5,76127
34,2013,3,Backend Engineer,IT Department,5,78142
34,2014,4,Backend Engineer,IT Department,5,80159
34,2015,5,Backend Engineer,IT Department,5,82178
34,2016,6,Backend Engineer,IT Department,5,84199
34,2017,7,Backend Engineer II,IT Department,6,91885
34,2018,8,Backend Engineer II,IT Department,6,108029
34,2019,9,Backend Engineer II,IT Department,6,110056
35,2009,1,Backend Engineer,IT Department,5,72128
35,2010,2,Backend Engineer,IT Department,5,76148
35,2011,3,Backend Engineer,IT Department,5,78161
35,2012,4,Backend Engineer,IT Department,5,80176
35,2013,5,Backend Engineer,IT Department,5,82193
35,2014,6,Backend Engineer,IT Department,5,84212
35,2015,7,Backend Engineer II,IT Department,6,91910
35,2016,8,Backend Engineer II,IT Department,6,108038
35,2017,9,Backend Engineer II,IT Department,6,110063
35,2018,10,Backend Engineer II,IT Department,6,112090
35,2019,11,Backend Engineer II,IT Department,6,114119
36,2012,1,Associate Data Analyst,Analytics Department,4,66252
36,2013,2,Associate Data Analyst,Analytics Department,4,70278
36,2014,3,Associate Data Analyst,Analytics Department,4,72294
36,2015,4,Associate Data Analyst,Analytics Department,4,74312
36,2016,5,Associate Data Analyst,Analytics Department,4,76332
36,2017,6,Associate Data Analyst,Analytics Department,4,78354
36,2018,7,Data Analyst,Analytics Department,5,88864
36,2019,8,Data Analyst,Analytics Department,5,105016
37,2011,1,Data Analyst II,Analytics Department,6,116137
37,2012,2,Data Analyst II,Analytics Department,6,120161
37,2013,3,Data Analyst II,Analytics Department,6,122176
37,2014,4,Data Analyst II,Analytics Department,6,124193
37,2015,5,Data Analyst II,Analytics Department,6,126212
37,2016,6,Data Analyst II,Analytics Department,6,128233
37,2017,7,Data Scientist,Analytics Department,7,149904
37,2018,8,Data Scientist,Analytics Department,7,166048
37,2019,9,Data Scientist,Analytics Department,7,168075
38,2011,1,Sr Backend Engineer,IT Department,7,121850
38,2012,2,Sr Backend Engineer,IT Department,7,125874
38,2013,3,Sr Backend Engineer,IT Department,7,127889
38,2014,4,Sr Backend Engineer,IT Department,7,129906
38,2015,5,Sr Backend Engineer,IT Department,7,131925
38,2016,6,Sr Backend Engineer,IT Department,7,133946
38,2017,7,Team Lead,IT Department,8,170439
38,2018,8,Team Lead,IT Department,8,186583
38,2019,9,Team Lead,IT Department,8,188610
39,2010,1,Frontend Engineer II,IT Department,6,95331
39,2011,2,Frontend Engineer II,IT Department,6,99353
39,2012,3,Frontend Engineer II,IT Department,6,101367
39,2013,4,Frontend Engineer II,IT Department,6,103383
39,2014,5,Frontend Engineer II,IT Department,6,105401
39,2015,6,Frontend Engineer II,IT Department,6,107421
39,2016,7,Sr Frontend Engineer,IT Department,7,119207
39,2017,8,Sr Frontend Engineer,IT Department,7,135343
39,2018,9,Sr Frontend Engineer,IT Department,7,137369
39,2019,10,Sr Frontend Engineer,IT Department,7,139397
40,2011,1,Sr Backend Engineer,IT Department,7,121900
40,2012,2,Sr Backend Engineer,IT Department,7,125924
40,2013,3,Sr Backend Engineer,IT Department,7,127939
40,2014,4,Sr Backend Engineer,IT Department,7,129956
40,2015,5,Sr Backend Engineer,IT Department,7,131975
40,2016,6,Sr Backend Engineer,IT Department,7,133996
40,2017,7,Team Lead,IT Department,8,170479
40,2018,8,Team Lead,IT Department,8,186623
40,2019,9,Team Lead,IT Department,8,188650
41,2011,1,Associate Frontend Engineer,IT Department,4,54834
41,2012,2,Associate Frontend Engineer,IT Department,4,58858
41,2013,3,Associate Frontend Engineer,IT Department,4,60873
41,2014,4,Associate Frontend Engineer,IT Department,4,62890
41,2015,5,Associate Frontend Engineer,IT Department,4,64909
41,2016,6,Associate Frontend Engineer,IT Department,4,66930
41,2017,7,Frontend Engineer,IT Department,5,70487
41,2018,8,Frontend Engineer,IT Department,5,86631
41,2019,9,Frontend Engineer,IT Department,5,88658
42,2015,1,Associate Data Analyst,Analytics Department,4,66387
42,2016,2,Associate Data Analyst,Analytics Department,4,70419
42,2017,3,Associate Data Analyst,Analytics Department,4,72438
42,2018,4,Associate Data Analyst,Analytics Department,4,74459
42,2019,5,Associate Data Analyst,Analytics Department,4,76482
43,2006,1,Associate Data Analyst,Analytics Department,4,66362
43,2007,2,Associate Data Analyst,Analytics Department,4,70376
43,2008,3,Associate Data Analyst,Analytics Department,4,72386
43,2009,4,Associate Data Analyst,Analytics Department,4,74398
43,2010,5,Associate Data Analyst,Analytics Department,4,76412
43,2011,6,Associate Data Analyst,Analytics Department,4,78428
43,2012,7,Data Analyst,Analytics Department,5,89004
43,2013,8,Data Analyst,Analytics Department,5,105108
43,2014,9,Data Analyst,Analytics Department,5,107130
43,2015,10,Data Analyst,Analytics Department,5,109154
43,2016,11,Data Analyst,Analytics Department,5,111180
43,2017,12,Data Analyst II,Analytics Department,6,116257
43,2018,13,Data Analyst II,Analytics Department,6,142491
43,2019,14,Data Analyst II,Analytics Department,6,144523
44,2005,1,Backend Engineer,IT Department,5,72353
44,2006,2,Backend Engineer,IT Department,5,76365
44,2007,3,Backend Engineer,IT Department,5,78374
44,2008,4,Backend Engineer,IT Department,5,80385
44,2009,5,Backend Engineer,IT Department,5,82398
44,2010,6,Backend Engineer,IT Department,5,84413
44,2011,7,Backend Engineer II,IT Department,6,92135
44,2012,8,Backend Engineer II,IT Department,6,108231
44,2013,9,Backend Engineer II,IT Department,6,110252
44,2014,10,Backend Engineer II,IT Department,6,112275
44,2015,11,Backend Engineer II,IT Department,6,114300
44,2016,12,Sr Backend Engineer,IT Department,7,122000
44,2017,13,Sr Backend Engineer,IT Department,7,148221
44,2018,14,Sr Backend Engineer,IT Department,7,150252
44,2019,15,Sr Backend Engineer,IT Department,7,152285
45,2012,1,Backend Engineer,IT Department,5,72378
45,2013,2,Backend Engineer,IT Department,5,76404
45,2014,3,Backend Engineer,IT Department,5,78420
45,2015,4,Backend Engineer,IT Department,5,80438
45,2016,5,Backend Engineer,IT Department,5,82458
45,2017,6,Backend Engineer,IT Department,5,84480
45,2018,7,Backend Engineer II,IT Department,6,92160
45,2019,8,Backend Engineer II,IT Department,6,108312
46,2016,1,Frontend Engineer II,IT Department,6,95156
46,2017,2,Frontend Engineer II,IT Department,6,99190
46,2018,3,Frontend Engineer II,IT Department,6,101210
46,2019,4,Frontend Engineer II,IT Department,6,103232
47,2013,1,Associate Data Analyst,Analytics Department,4,66477
47,2014,2,Associate Data Analyst,Analytics Department,4,70505
47,2015,3,Associate Data Analyst,Analytics Department,4,72522
47,2016,4,Associate Data Analyst,Analytics Department,4,74541
47,2017,5,Associate Data Analyst,Analytics Department,4,76562
47,2018,6,Associate Data Analyst,Analytics Department,4,78585
47,2019,7,Data Analyst,Analytics Department,5,89084
48,2006,1,Backend Engineer,IT Department,5,72453
48,2007,2,Backend Engineer,IT Department,5,76467
48,2008,3,Backend Engineer,IT Department,5,78477
48,2009,4,Backend Engineer,IT Department,5,80489
48,2010,5,Backend Engineer,IT Department,5,82503
48,2011,6,Backend Engineer,IT Department,5,84519
48,2012,7,Backend Engineer II,IT Department,6,92235
48,2013,8,Backend Engineer II,IT Department,6,108339
48,2014,9,Backend Engineer II,IT Department,6,110361
48,2015,10,Backend Engineer II,IT Department,6,112385
48,2016,11,Backend Engineer II,IT Department,6,114411
48,2017,12,Sr Backend Engineer,IT Department,7,122100
48,2018,13,Sr Backend Engineer,IT Department,7,148334
48,2019,14,Sr Backend Engineer,IT Department,7,150366
49,2011,1,Backend Engineer,IT Department,5,72478
49,2012,2,Backend Engineer,IT Department,5,76502
49,2013,3,Backend Engineer,IT Department,5,78517
49,2014,4,Backend Engineer,IT Department,5,80534
49,2015,5,Backend Engineer,IT Department,5,82553
49,2016,6,Backend Engineer,IT Department,5,84574
49,2017,7,Backend Engineer II,IT Department,6,92260
49,2018,8,Backend Engineer II,IT Department,6,108404
49,2019,9,Backend Engineer II,IT Department,6,110431
50,2012,1,Associate Data Analyst,Analytics Department,4,66532
50,2013,2,Associate Data Analyst,Analytics Department,4,70558
50,2014,3,Associate Data Analyst,Analytics Department,4,72574
50,2015,4,Associate Data Analyst,Analytics Department,4,74592
50,2016,5,Associate Data Analyst,Analytics Department,4,76612
50,2017,6,Associate Data Analyst,Analytics Department,4,78634
50,2018,7,Data Analyst,Analytics Department,5,89144
50,2019,8,Data Analyst,Analytics Department,5,105296
51,2011,1,Sr Backend Engineer,IT Department,7,122175
51,2012,2,Sr Backend Engineer,IT Department,7,126199
51,2013,3,Sr Backend Engineer,IT Department,7,128214
51,2014,4,Sr Backend Engineer,IT Department,7,130231
51,2015,5,Sr Backend Engineer,IT Department,7,132250
51,2016,6,Sr Backend Engineer,IT Department,7,134271
51,2017,7,Team Lead,IT Department,8,170699
51,2018,8,Team Lead,IT Department,8,186843
51,2019,9,Team Lead,IT Department,8,188870
52,2008,1,Backend Engineer II,IT Department,6,92335
52,2009,2,Backend Engineer II,IT Department,6,96353
52,2010,3,Backend Engineer II,IT Department,6,98365
52,2011,4,Backend Engineer II,IT Department,6,100379
52,2012,5,Backend Engineer II,IT Department,6,102395
52,2013,6,Backend Engineer II,IT Department,6,104413
52,2014,7,Sr Backend Engineer,IT Department,7,122200
52,2015,8,Sr Backend Engineer,IT Department,7,138320
52,2016,9,Sr Backend Engineer,IT Department,7,140344
52,2017,10,Sr Backend Engineer,IT Department,7,142370
52,2018,11,Sr Backend Engineer,IT Department,7,144398
52,2019,12,Team Lead,IT Department,8,170719
53,2012,1,Sr Manager,Administration Department,10,206564
53,2013,2,Sr Manager,Administration Department,10,210590
53,2014,3,Sr Manager,Administration Department,10,212606
53,2015,4,Sr Manager,Administration Department,10,214624
53,2016,5,Sr Manager,Administration Department,10,216644
53,2017,6,Sr Manager,Administration Department,10,218666
53,2018,7,Director,Administration Department,12,423658
53,2019,8,Director,Administration Department,12,439810
54,2016,1,Sr Backend Engineer,IT Department,7,122250
54,2017,2,Sr Backend Engineer,IT Department,7,126284
54,2018,3,Sr Backend Engineer,IT Department,7,128304
54,2019,4,Sr Backend Engineer,IT Department,7,130326
55,2011,1,Associate Data Analyst,Analytics Department,4,66627
55,2012,2,Associate Data Analyst,Analytics Department,4,70651
55,2013,3,Associate Data Analyst,Analytics Department,4,72666
55,2014,4,Associate Data Analyst,Analytics Department,4,74683
55,2015,5,Associate Data Analyst,Analytics Department,4,76702
55,2016,6,Associate Data Analyst,Analytics Department,4,78723
55,2017,7,Data Analyst,Analytics Department,5,89244
55,2018,8,Data Analyst,Analytics Department,5,105388
55,2019,9,Data Analyst,Analytics Department,5,107415
56,2014,1,Backend Engineer,IT Department,5,72653
56,2015,2,Backend Engineer,IT Department,5,76683
56,2016,3,Backend Engineer,IT Department,5,78701
56,2017,4,Backend Engineer,IT Department,5,80721
56,2018,5,Backend Engineer,IT Department,5,82743
56,2019,6,Backend Engineer,IT Department,5,84767
57,2011,1,Data Analyst II,Analytics Department,6,116537
57,2012,2,Data Analyst II,Analytics Department,6,120561
57,2013,3,Data Analyst II,Analytics Department,6,122576
57,2014,4,Data Analyst II,Analytics Department,6,124593
57,2015,5,Data Analyst II,Analytics Department,6,126612
57,2016,6,Data Analyst II,Analytics Department,6,128633
57,2017,7,Data Scientist,Analytics Department,7,150304
57,2018,8,Data Scientist,Analytics Department,7,166448
57,2019,9,Data Scientist,Analytics Department,7,168475
58,2008,1,Assistant Manager,Administration Department,7,128333
58,2009,2,Assistant Manager,Administration Department,7,132351
58,2010,3,Assistant Manager,Administration Department,7,134363
58,2011,4,Assistant Manager,Administration Department,7,136377
58,2012,5,Assistant Manager,Administration Department,7,138393
58,2013,6,Assistant Manager,Administration Department,7,140411
58,2014,7,Manager,Administration Department,9,158770
58,2015,8,Manager,Administration Department,9,174890
58,2016,9,Manager,Administration Department,9,176914
58,2017,10,Manager,Administration Department,9,178940
58,2018,11,Manager,Administration Department,9,180968
58,2019,12,Sr Manager,Administration Department,10,206664
59,2009,1,Backend Engineer,IT Department,5,72728
59,2010,2,Backend Engineer,IT Department,5,76748
59,2011,3,Backend Engineer,IT Department,5,78761
59,2012,4,Backend Engineer,IT Department,5,80776
59,2013,5,Backend Engineer,IT Department,5,82793
59,2014,6,Backend Engineer,IT Department,5,84812
59,2015,7,Backend Engineer II,IT Department,6,92510
59,2016,8,Backend Engineer II,IT Department,6,108638
59,2017,9,Backend Engineer II,IT Department,6,110663
59,2018,10,Backend Engineer II,IT Department,6,112690
59,2019,11,Backend Engineer II,IT Department,6,114719
60,2010,1,Sr Manager,Administration Department,10,206704
60,2011,2,Sr Manager,Administration Department,10,210726
60,2012,3,Sr Manager,Administration Department,10,212740
60,2013,4,Sr Manager,Administration Department,10,214756
60,2014,5,Sr Manager,Administration Department,10,216774
60,2015,6,Sr Manager,Administration Department,10,218794
60,2016,7,Director,Administration Department,12,423798
60,2017,8,Director,Administration Department,12,439934
60,2018,9,Director,Administration Department,12,441960
60,2019,10,Director,Administration Department,12,443988
61,2010,1,Sr Backend Engineer,IT Department,7,122425
61,2011,2,Sr Backend Engineer,IT Department,7,126447
61,2012,3,Sr Backend Engineer,IT Department,7,128461
61,2013,4,Sr Backend Engineer,IT Department,7,130477
61,2014,5,Sr Backend Engineer,IT Department,7,132495
61,2015,6,Sr Backend Engineer,IT Department,7,134515
61,2016,7,Team Lead,IT Department,8,170899
61,2017,8,Team Lead,IT Department,8,187035
61,2018,9,Team Lead,IT Department,8,189061
61,2019,10,Team Lead,IT Department,8,191089
62,2013,1,Assistant Manager,Administration Department,7,128413
62,2014,2,Assistant Manager,Administration Department,7,132441
62,2015,3,Assistant Manager,Administration Department,7,134458
62,2016,4,Assistant Manager,Administration Department,7,136477
62,2017,5,Assistant Manager,Administration Department,7,138498
62,2018,6,Assistant Manager,Administration Department,7,140521
62,2019,7,Manager,Administration Department,9,158850
63,2010,1,Data Analyst II,Analytics Department,6,116657
63,2011,2,Data Analyst II,Analytics Department,6,120679
63,2012,3,Data Analyst II,Analytics Department,6,122693
63,2013,4,Data Analyst II,Analytics Department,6,124709
63,2014,5,Data Analyst II,Analytics Department,6,126727
63,2015,6,Data Analyst II,Analytics Department,6,128747
63,2016,7,Data Scientist,Analytics Department,7,150424
